Date,Open,High,Low,Close,Adj Close,Volume,next1_Date,next2_Date,next1_Open,next2_Open,sma_200,sma_50,sma_200_pct,Volume_sma_20,atr,rsi,aroon,symbol,date,days,start
2023-04-10,18.77,19.52,18.75,19.44,19.44,1299700.0,2023-04-11,2023-04-12,19.47,19.06,16.03,18.37,0.38787878787878793,1222390.0,3.0864197530864197,59.0,85.0,extr,2023-04-10,2.0,2023-04-05
2023-04-10,128.73,131.97,128.73,131.24,131.24,2765700.0,2023-04-11,2023-04-12,131.99,131.69,110.48,127.01,0.4555994729907773,4765435.0,4.023163669612923,53.0,60.0,mpc,2023-04-10,2.0,2023-04-05
2023-04-10,202.99,212.22,202.99,212.03,212.03,1380600.0,2023-04-11,2023-04-12,212.16,212.0,144.8,190.36,0.694359934472268,2043020.0,3.546667924350327,59.0,45.0,fslr,2023-04-10,11.0,2023-03-23
2023-04-10,17.3,17.42,16.78,17.26,17.26,2225500.0,2023-04-11,2023-04-12,17.35,17.66,14.39,15.75,1.1099706744868034,1969735.0,4.113557358053302,59.0,80.0,cprx,2023-04-10,9.0,2023-03-27
2023-04-10,20.88,21.87,20.75,21.2,21.2,1179700.0,2023-04-11,2023-04-12,21.5,21.55,12.94,17.97,0.8726483357452965,719750.0,5.09433962264151,64.0,85.0,vist,2023-04-10,0.0,2023-04-10
2023-04-11,15.37,15.63,15.12,15.51,15.51,1695900.0,2023-04-12,2023-04-13,15.6,15.51,12.79,13.65,0.32264736297828334,1605635.0,3.675048355899419,66.0,80.0,hlit,2023-04-11,4.0,2023-04-04
2023-04-11,78.73,80.02,78.67,79.65,79.65,1177700.0,2023-04-12,2023-04-13,80.0,79.41,57.02,62.71,0.3463990554899645,1795940.0,3.5530445699937228,75.0,50.0,apls,2023-04-11,7.0,2023-03-30
2023-04-11,102.57,103.09,99.45,102.87,102.87,1676200.0,2023-04-12,2023-04-13,103.45,104.88,76.61,87.24,0.34900510653284034,2105695.0,3.149606299212598,76.0,90.0,tko,2023-04-11,8.0,2023-03-29
2023-04-11,143.43,145.54,142.25,144.8,144.8,1427400.0,2023-04-12,2023-04-13,144.99,145.92,128.85,135.97,0.37235062306954947,2055150.0,3.5428176795580106,59.0,85.0,hes,2023-04-11,4.0,2023-04-04
2023-04-11,114.96,116.2,114.38,115.35,115.35,11758500.0,2023-04-12,2023-04-13,116.16,114.6,102.93,110.8,0.37920407342891616,19429060.0,2.70481144343303,58.0,75.0,xom,2023-04-11,5.0,2023-04-03
2023-04-11,131.99,133.34,131.09,132.19,132.19,2582900.0,2023-04-12,2023-04-13,131.69,129.46,110.72,127.0,0.4562672629225306,4689205.0,3.820258718511234,54.0,60.0,mpc,2023-04-11,3.0,2023-04-05
2023-04-11,212.16,212.52,208.82,210.03,210.03,1727300.0,2023-04-12,2023-04-13,212.0,204.48,145.5,190.97,0.7049449261776424,1972675.0,3.494738846831405,57.0,45.0,fslr,2023-04-11,12.0,2023-03-23
2023-04-11,17.35,17.72,17.35,17.55,17.55,2190400.0,2023-04-12,2023-04-13,17.66,17.71,14.44,15.79,1.1173020527859236,1990230.0,3.931623931623931,61.0,85.0,cprx,2023-04-11,10.0,2023-03-27
2023-04-11,12.47,12.66,12.32,12.41,12.41,2158300.0,2023-04-12,2023-04-13,12.51,12.62,7.81,11.19,0.7954022988505747,2492840.0,5.398871877518131,60.0,90.0,ypf,2023-04-11,0.0,2023-04-11
2023-04-11,20.79,21.91,20.79,21.29,21.29,1281300.0,2023-04-12,2023-04-13,21.45,21.51,14.32,20.76,1.796875,553945.0,4.368248003757634,55.0,90.0,vrna,2023-04-11,0.0,2023-04-11
2023-04-12,15.6,15.89,15.43,15.47,15.47,1767500.0,2023-04-13,2023-04-14,15.51,15.65,12.82,13.68,0.32712215320910976,1649290.0,3.619909502262444,66.0,90.0,hlit,2023-04-12,5.0,2023-04-04
2023-04-12,103.45,103.97,101.82,102.78,102.78,1385600.0,2023-04-13,2023-04-14,104.88,102.89,76.82,87.59,0.3515130190007034,2085920.0,3.1523642732049035,76.0,95.0,tko,2023-04-12,9.0,2023-03-29
2023-04-12,80.0,81.29,79.62,79.7,79.7,1039000.0,2023-04-13,2023-04-14,79.41,79.88,57.18,63.25,0.35177304964539013,1724045.0,3.450439146800502,75.0,70.0,apls,2023-04-12,8.0,2023-03-30
2023-04-12,144.99,147.63,144.4,146.17,146.17,1683400.0,2023-04-13,2023-04-14,145.92,148.45,129.07,135.86,0.3722092281522431,2034965.0,3.4138332079086,60.0,90.0,hes,2023-04-12,5.0,2023-04-04
2023-04-12,116.16,116.59,114.93,115.23,115.23,10919000.0,2023-04-13,2023-04-14,114.6,115.9,103.07,110.84,0.3781254178366089,19061835.0,2.6034886748242645,58.0,75.0,xom,2023-04-12,6.0,2023-04-03
2023-04-12,131.69,132.09,130.0,130.22,130.22,2411700.0,2023-04-13,2023-04-14,129.46,130.47,110.94,127.02,0.45628773956419,4583385.0,3.7014283520196596,52.0,60.0,mpc,2023-04-12,4.0,2023-04-05
2023-04-12,212.0,213.67,207.69,207.89,207.89,1581300.0,2023-04-13,2023-04-14,204.48,211.32,146.19,191.72,0.7156437037906349,1951390.0,3.5018519409302997,56.0,45.0,fslr,2023-04-12,13.0,2023-03-23
2023-04-12,12.51,12.65,12.46,12.54,12.54,2050900.0,2023-04-13,2023-04-14,12.62,12.4,7.86,11.22,0.8110599078341014,2440205.0,5.103668261563,61.0,90.0,ypf,2023-04-12,1.0,2023-04-11
2023-04-12,17.66,17.88,17.5,17.55,17.55,1504600.0,2023-04-13,2023-04-14,17.71,17.95,14.5,15.82,1.12298682284041,1985385.0,3.8746438746438745,61.0,90.0,cprx,2023-04-12,11.0,2023-03-27
2023-04-12,105.87,110.54,105.6,108.11,108.11,1495400.0,2023-04-13,2023-04-14,108.13,108.24,74.76,97.1,0.7774607703281027,1698610.0,5.929146239940801,56.0,30.0,smci,2023-04-12,0.0,2023-04-12
2023-04-13,15.51,15.79,15.33,15.65,15.65,1099600.0,2023-04-14,2023-04-17,15.65,15.8,12.86,13.72,0.331262939958592,1597080.0,3.514376996805112,67.0,90.0,hlit,2023-04-13,6.0,2023-04-04
2023-04-13,104.88,104.89,102.13,103.15,103.15,1177700.0,2023-04-14,2023-04-17,102.89,104.8,77.03,87.96,0.35401652311478293,2071120.0,3.131362094037809,76.0,90.0,tko,2023-04-13,10.0,2023-03-29
2023-04-13,79.41,81.04,78.97,79.16,79.16,3419100.0,2023-04-14,2023-04-17,79.88,81.05,57.35,63.78,0.35739644970414197,1790375.0,3.4234461849418896,74.0,70.0,apls,2023-04-13,9.0,2023-03-30
2023-04-13,145.92,148.57,145.17,147.25,147.25,1270000.0,2023-04-14,2023-04-17,148.45,148.69,129.27,135.8,0.3715649867374007,1955930.0,3.137521222410866,61.0,95.0,hes,2023-04-13,6.0,2023-04-04
2023-04-13,114.6,115.89,114.13,115.77,115.77,12399700.0,2023-04-14,2023-04-17,115.9,115.49,103.2,110.83,0.376734258271078,18395130.0,2.3753994990066514,59.0,75.0,xom,2023-04-13,7.0,2023-04-03
2023-04-13,129.46,131.1,127.7,130.48,130.48,2495400.0,2023-04-14,2023-04-17,130.47,130.21,111.16,127.06,0.4563081357264509,4374700.0,3.5101164929491113,52.0,60.0,mpc,2023-04-13,5.0,2023-04-05
2023-04-13,204.48,212.98,204.13,211.26,211.26,1960100.0,2023-04-14,2023-04-17,211.32,208.2,146.89,192.39,0.7266956623956742,1911550.0,3.445990722332671,57.0,45.0,fslr,2023-04-13,14.0,2023-03-23
2023-04-13,108.13,108.59,103.81,108.24,108.24,1229800.0,2023-04-14,2023-04-17,108.24,109.15,75.08,97.81,0.7837966262770253,1697945.0,5.903547671840355,56.0,25.0,smci,2023-04-13,1.0,2023-04-12
2023-04-13,12.62,12.68,12.31,12.35,12.35,1431200.0,2023-04-14,2023-04-17,12.4,12.45,7.9,11.23,0.8244803695150116,2276255.0,4.939271255060729,59.0,85.0,ypf,2023-04-13,2.0,2023-04-11
2023-04-13,17.71,18.11,17.66,17.97,17.97,2011200.0,2023-04-14,2023-04-17,17.95,17.75,14.55,15.87,1.1271929824561404,1938140.0,3.728436282693378,64.0,95.0,cprx,2023-04-13,12.0,2023-03-27
2023-04-14,15.65,15.99,15.59,15.8,15.8,1601800.0,2023-04-17,2023-04-18,15.8,15.57,12.89,13.77,0.334368530020704,1610150.0,3.354430379746835,68.0,95.0,hlit,2023-04-14,7.0,2023-04-04
2023-04-14,79.88,81.3,79.18,80.95,80.95,1265900.0,2023-04-17,2023-04-18,81.05,82.69,57.53,64.29,0.3600472813238771,1768430.0,3.2736256948733784,76.0,80.0,apls,2023-04-14,10.0,2023-03-30
2023-04-14,148.45,150.19,147.31,148.93,148.93,1551700.0,2023-04-17,2023-04-18,148.69,145.11,129.45,135.89,0.37027627818355024,1866470.0,2.954408111193178,62.0,95.0,hes,2023-04-14,7.0,2023-04-04
2023-04-14,115.9,116.66,115.12,116.05,116.05,11530800.0,2023-04-17,2023-04-18,115.49,114.39,103.32,110.86,0.3748502994011975,17598410.0,2.2834984920292976,59.0,70.0,xom,2023-04-14,8.0,2023-04-03
2023-04-14,130.47,131.78,129.44,130.78,130.78,2402600.0,2023-04-17,2023-04-18,130.21,128.15,111.37,127.21,0.4560073212184601,4186330.0,3.341489524392109,53.0,30.0,mpc,2023-04-14,6.0,2023-04-05
2023-04-14,211.32,211.83,205.48,208.4,208.4,1207700.0,2023-04-17,2023-04-18,208.2,215.87,147.6,192.96,0.738311152985514,1868500.0,3.4692898272552783,55.0,45.0,fslr,2023-04-14,15.0,2023-03-23
2023-04-14,12.4,12.62,12.27,12.45,12.45,1483200.0,2023-04-17,2023-04-18,12.45,12.33,7.95,11.24,0.8402777777777777,2225115.0,4.738955823293173,60.0,85.0,ypf,2023-04-14,3.0,2023-04-11
2023-04-14,17.95,18.07,17.46,17.69,17.69,1472900.0,2023-04-17,2023-04-18,17.75,18.17,14.61,15.92,1.1328467153284674,1846165.0,3.2786885245901636,61.0,90.0,cprx,2023-04-14,13.0,2023-03-27
2023-04-14,64.71,68.69,64.33,68.5,68.5,1255700.0,2023-04-17,2023-04-18,68.99,70.7,58.36,63.46,0.770094024871095,798670.0,4.364963503649635,58.0,20.0,axsm,2023-04-14,0.0,2023-04-14
2023-04-14,87.33,90.43,87.3,90.14,90.14,1076300.0,2023-04-17,2023-04-18,90.05,91.55,51.97,75.74,0.8613896848137534,858455.0,2.939871311293543,74.0,95.0,elf,2023-04-14,0.0,2023-04-14
2023-04-17,81.05,82.23,79.71,82.05,82.05,1368800.0,2023-04-18,2023-04-19,82.69,81.6,57.71,64.8,0.3623701605288008,1700120.0,3.168799512492383,77.0,85.0,apls,2023-04-17,11.0,2023-03-30
2023-04-17,148.69,148.94,145.12,145.65,145.65,1159400.0,2023-04-18,2023-04-19,145.11,144.05,129.63,136.03,0.36942742446651167,1673000.0,2.99347751458977,58.0,70.0,hes,2023-04-17,8.0,2023-04-04
2023-04-17,115.49,116.51,114.42,114.7,114.7,13260400.0,2023-04-18,2023-04-19,114.39,116.08,103.46,110.93,0.37360594795539037,16101455.0,2.292938099389712,56.0,65.0,xom,2023-04-17,9.0,2023-04-03
2023-04-17,130.21,130.66,127.62,129.3,129.3,2875200.0,2023-04-18,2023-04-19,128.15,127.94,111.59,127.4,0.45640824849908634,3674155.0,3.387470997679814,51.0,30.0,mpc,2023-04-17,7.0,2023-04-05
2023-04-17,208.2,221.88,208.01,218.89,218.89,2941100.0,2023-04-18,2023-04-19,215.87,217.65,148.36,193.96,0.751387085350018,1730335.0,3.3624194801041627,61.0,95.0,fslr,2023-04-17,16.0,2023-03-23
2023-04-17,68.99,71.9,68.99,70.46,70.46,1441500.0,2023-04-18,2023-04-19,70.7,72.85,58.53,63.38,0.7725620835857054,818240.0,4.328697133125178,61.0,25.0,axsm,2023-04-17,1.0,2023-04-14
2023-04-17,12.45,12.52,12.08,12.28,12.28,1547200.0,2023-04-18,2023-04-19,12.33,11.95,7.99,11.26,0.8538283062645013,2197540.0,4.804560260586319,58.0,85.0,ypf,2023-04-17,4.0,2023-04-11
2023-04-17,17.75,18.19,17.68,18.08,18.08,1893700.0,2023-04-18,2023-04-19,18.17,17.74,14.66,15.97,1.1370262390670551,1709355.0,3.0973451327433636,63.0,75.0,cprx,2023-04-17,14.0,2023-03-27
2023-04-17,56.8,59.6,56.8,59.6,59.6,1139700.0,2023-04-18,2023-04-19,59.8,60.63,48.4,57.42,1.449392712550607,1026660.0,3.221476510067114,58.0,45.0,stng,2023-04-17,0.0,2023-04-17
2023-04-17,15.41,16.77,15.4,16.64,16.64,1388900.0,2023-04-18,2023-04-19,16.83,16.73,12.68,16.36,1.6807610993657502,778830.0,4.2668269230769225,57.0,45.0,asc,2023-04-17,0.0,2023-04-17
2023-04-18,82.69,82.71,81.15,82.15,82.15,1044300.0,2023-04-19,2023-04-20,81.6,81.89,57.9,65.35,0.36460051850106057,1685225.0,3.0919050517346314,77.0,90.0,apls,2023-04-18,12.0,2023-03-30
2023-04-18,114.39,117.21,114.3,116.94,116.94,17436100.0,2023-04-19,2023-04-20,116.08,115.13,103.61,111.03,0.37286338942626207,15371155.0,2.2490165897041217,60.0,80.0,xom,2023-04-18,10.0,2023-04-03
2023-04-18,128.15,129.67,127.36,129.06,129.06,2960600.0,2023-04-19,2023-04-20,127.94,125.06,111.82,127.62,0.45712796455564253,3580650.0,3.3395320006198665,51.0,30.0,mpc,2023-04-18,8.0,2023-04-05
2023-04-18,215.87,220.23,215.32,219.48,219.48,1601900.0,2023-04-19,2023-04-20,217.65,213.34,149.12,194.99,0.7641074174849167,1663145.0,3.266812465828322,61.0,35.0,fslr,2023-04-18,17.0,2023-03-23
2023-04-18,12.33,12.67,12.18,12.22,12.22,2104600.0,2023-04-19,2023-04-20,11.95,11.37,8.04,11.28,0.8697674418604651,2212580.0,4.828150572831423,58.0,80.0,ypf,2023-04-18,5.0,2023-04-11
2023-04-18,18.17,18.22,17.69,17.82,17.82,1507500.0,2023-04-19,2023-04-20,17.74,17.2,14.72,16.0,1.1426491994177583,1642465.0,3.1425364758698096,61.0,80.0,cprx,2023-04-18,15.0,2023-03-27
2023-04-18,59.8,61.9,59.5,61.53,61.53,1116900.0,2023-04-19,2023-04-20,60.63,59.83,48.53,57.65,1.4436052366565963,1037735.0,3.1041768243133427,61.0,50.0,stng,2023-04-18,1.0,2023-04-17
2023-04-18,89.57,90.89,88.57,90.79,90.79,1151100.0,2023-04-19,2023-04-20,90.79,89.27,68.39,74.14,0.657939393939394,901980.0,2.643462936446745,75.0,80.0,lnth,2023-04-18,0.0,2023-04-18
2023-04-18,112.0,119.24,112.0,115.88,115.88,1525100.0,2023-04-19,2023-04-20,113.5,108.16,76.15,99.6,0.8062144212523723,1615765.0,5.436658612357611,61.0,35.0,smci,2023-04-18,0.0,2023-04-18
2023-04-18,21.52,22.28,21.03,22.0,22.0,1907000.0,2023-04-19,2023-04-20,21.84,22.01,14.75,20.79,1.8978388998035363,625125.0,4.045454545454546,58.0,90.0,vrna,2023-04-18,0.0,2023-04-18
2023-04-19,81.6,83.22,80.75,82.11,82.11,1085800.0,2023-04-20,2023-04-21,81.89,82.27,58.08,65.89,0.36723163841807915,1660625.0,3.1421264157837046,77.0,95.0,apls,2023-04-19,13.0,2023-03-30
2023-04-19,116.08,116.9,115.77,116.57,116.57,10682600.0,2023-04-20,2023-04-21,115.13,116.49,103.76,111.13,0.3719423509189477,14325670.0,2.0931629064081667,59.0,80.0,xom,2023-04-19,11.0,2023-04-03
2023-04-19,217.65,220.33,215.6,218.19,218.19,1539500.0,2023-04-20,2023-04-21,213.34,214.53,149.87,196.0,0.7769741522409295,1640400.0,3.249461478527888,60.0,35.0,fslr,2023-04-19,18.0,2023-03-23
2023-04-19,113.5,116.59,109.58,109.82,109.82,1536100.0,2023-04-20,2023-04-21,108.16,106.99,76.5,100.14,0.8140858430163622,1590810.0,5.609178655982517,56.0,35.0,smci,2023-04-19,1.0,2023-04-18
2023-04-19,11.95,12.02,11.46,11.56,11.56,2457600.0,2023-04-20,2023-04-21,11.37,11.41,8.08,11.28,0.8834498834498834,2219935.0,5.017301038062283,52.0,65.0,ypf,2023-04-19,6.0,2023-04-11
2023-04-19,17.74,17.78,17.26,17.33,17.33,1873900.0,2023-04-20,2023-04-21,17.2,16.4,14.77,16.03,1.1468023255813953,1648395.0,3.2313906520484714,56.0,80.0,cprx,2023-04-19,16.0,2023-03-27
2023-04-19,144.05,144.99,141.97,144.94,144.94,1681000.0,2023-04-20,2023-04-21,143.26,144.47,130.03,136.35,0.3685927797073991,1614865.0,2.8563543535255964,57.0,70.0,hes,2023-04-19,0.0,2023-04-19
2023-04-19,21.1,21.35,20.88,21.03,21.03,2225700.0,2023-04-20,2023-04-21,20.35,20.88,19.06,20.08,0.376173285198556,4335655.0,5.848787446504993,53.0,60.0,arry,2023-04-19,0.0,2023-04-19
2023-04-19,43.86,47.09,43.56,45.79,45.79,5848700.0,2023-04-20,2023-04-21,45.68,45.12,35.82,40.04,0.5628272251308899,1229150.0,4.2148940816772225,66.0,25.0,pcvx,2023-04-19,0.0,2023-04-19
2023-04-19,39.49,43.26,37.8,42.71,42.71,4574500.0,2023-04-20,2023-04-21,44.59,45.32,31.59,39.47,0.8781212841854935,1509030.0,4.144228517911496,58.0,25.0,edu,2023-04-19,0.0,2023-04-19
2023-04-20,81.89,83.44,81.74,82.43,82.43,1031400.0,2023-04-21,2023-04-24,82.27,85.54,58.25,66.44,0.36897767332549947,1633835.0,3.1177969185975973,77.0,95.0,apls,2023-04-20,14.0,2023-03-30
2023-04-20,143.26,144.16,142.06,143.99,143.99,1123000.0,2023-04-21,2023-04-24,144.47,143.84,130.26,136.36,0.3691402144208533,1574425.0,2.8474199597194243,56.0,70.0,hes,2023-04-20,1.0,2023-04-19
2023-04-20,115.13,115.68,113.23,115.64,115.64,17038700.0,2023-04-21,2023-04-24,116.49,115.92,103.91,111.14,0.3713870925168272,14429970.0,2.1445866482186093,57.0,80.0,xom,2023-04-20,12.0,2023-04-03
2023-04-20,20.35,21.09,20.17,20.97,20.97,2157800.0,2023-04-21,2023-04-24,20.88,20.95,19.11,20.09,0.3827785817655571,4045000.0,5.627086313781593,52.0,60.0,arry,2023-04-20,1.0,2023-04-19
2023-04-20,45.68,46.33,44.89,45.39,45.39,1643300.0,2023-04-21,2023-04-24,45.12,45.0,35.93,40.04,0.568995633187773,1267605.0,4.27406917823309,65.0,25.0,pcvx,2023-04-20,1.0,2023-04-19
2023-04-20,213.34,218.01,212.33,215.53,215.53,1384200.0,2023-04-21,2023-04-24,214.53,209.51,150.61,196.99,0.7895674904942969,1635380.0,3.2663666310954387,58.0,35.0,fslr,2023-04-20,19.0,2023-03-23
2023-04-20,108.16,111.96,107.02,108.01,108.01,1104000.0,2023-04-21,2023-04-24,106.99,97.51,76.84,100.66,0.8217164532954007,1523515.0,5.564299601888713,54.0,35.0,smci,2023-04-20,2.0,2023-04-18
2023-04-20,44.59,45.86,43.95,44.65,44.65,5416300.0,2023-04-21,2023-04-24,45.32,44.32,31.7,39.56,0.8824228028503562,1728000.0,4.188129899216126,61.0,30.0,edu,2023-04-20,1.0,2023-04-19
2023-04-20,11.37,11.63,11.3,11.48,11.48,1370500.0,2023-04-21,2023-04-24,11.41,11.44,8.12,11.28,0.8971962616822426,2183455.0,5.052264808362369,51.0,65.0,ypf,2023-04-20,7.0,2023-04-11
2023-04-20,93.49,96.62,93.25,95.33,95.33,1025900.0,2023-04-21,2023-04-24,95.68,96.61,53.21,77.61,0.9051199427139278,885840.0,2.884716248819889,78.0,95.0,elf,2023-04-20,0.0,2023-04-20
2023-04-21,144.47,145.05,142.73,143.84,143.84,1199900.0,2023-04-24,2023-04-25,143.84,143.71,130.5,136.38,0.369934914969557,1562300.0,2.711345939933259,56.0,70.0,hes,2023-04-21,2.0,2023-04-19
2023-04-21,116.49,116.88,115.26,116.01,116.01,14315300.0,2023-04-24,2023-04-25,115.92,117.55,104.08,111.18,0.3710973521275194,14426440.0,2.0343073872941986,57.0,80.0,xom,2023-04-21,13.0,2023-04-03
2023-04-21,82.27,87.48,82.21,86.25,86.25,2161900.0,2023-04-24,2023-04-25,85.54,89.0,58.45,67.12,0.37142186766776186,1641355.0,3.1536231884057973,80.0,95.0,apls,2023-04-21,15.0,2023-03-30
2023-04-21,20.88,21.27,20.57,21.11,21.11,3315400.0,2023-04-24,2023-04-25,20.95,21.59,19.16,20.1,0.39042089985486217,3847195.0,5.2108005684509715,53.0,60.0,arry,2023-04-21,2.0,2023-04-19
2023-04-21,45.12,45.61,44.31,45.12,45.12,2582400.0,2023-04-24,2023-04-25,45.0,43.28,36.04,40.04,0.5744866754041065,1331440.0,4.321808510638299,64.0,25.0,pcvx,2023-04-21,2.0,2023-04-19
2023-04-21,214.53,218.81,213.21,216.89,216.89,1348400.0,2023-04-24,2023-04-25,209.51,207.5,151.37,198.02,0.8026676193878768,1582005.0,3.0752916224814424,59.0,35.0,fslr,2023-04-21,20.0,2023-03-23
2023-04-21,106.99,108.07,102.33,107.32,107.32,1098700.0,2023-04-24,2023-04-25,97.51,97.99,77.19,101.1,0.8295804693055226,1475350.0,5.553484904957138,53.0,35.0,smci,2023-04-21,3.0,2023-04-18
2023-04-21,45.32,45.36,42.93,43.02,43.02,1587900.0,2023-04-24,2023-04-25,44.32,42.66,31.8,39.62,0.8872403560830859,1709170.0,4.323570432357044,57.0,30.0,edu,2023-04-21,2.0,2023-04-19
2023-04-21,42.6,47.41,42.58,46.3,46.3,1693800.0,2023-04-24,2023-04-25,46.05,44.72,34.81,41.7,1.0524764150943398,753400.0,4.514038876889849,63.0,45.0,akro,2023-04-21,0.0,2023-04-21
2023-04-21,80.75,90.15,80.4,88.73,88.73,2077100.0,2023-04-24,2023-04-25,89.36,85.92,56.75,73.86,1.3904802021903961,507455.0,4.3277358277921785,67.0,20.0,tmdx,2023-04-21,0.0,2023-04-21
2023-04-24,143.84,146.56,143.6,145.73,145.73,1178500.0,2023-04-25,2023-04-26,143.71,140.17,130.73,136.48,0.3700482079228673,1517965.0,2.580113909284293,58.0,65.0,hes,2023-04-24,3.0,2023-04-19
2023-04-24,115.92,118.89,115.88,118.2,118.2,15831300.0,2023-04-25,2023-04-26,117.55,116.03,104.24,111.26,0.37031681346128575,14547925.0,2.00507614213198,61.0,95.0,xom,2023-04-24,14.0,2023-04-03
2023-04-24,85.54,90.68,84.75,88.77,88.77,3032900.0,2023-04-25,2023-04-26,89.0,85.01,58.65,67.83,0.3735362997658078,1723355.0,3.3119297059817505,82.0,95.0,apls,2023-04-24,16.0,2023-03-30
2023-04-24,20.95,21.92,20.3,21.9,21.9,2932800.0,2023-04-25,2023-04-26,21.59,20.5,19.21,20.13,0.39709090909090916,3686230.0,5.068493150684932,56.0,60.0,arry,2023-04-24,3.0,2023-04-19
2023-04-24,45.0,45.0,43.1,43.38,43.38,1057800.0,2023-04-25,2023-04-26,43.28,43.27,36.14,40.02,0.5795454545454546,1360025.0,4.633471645919778,58.0,25.0,pcvx,2023-04-24,3.0,2023-04-19
2023-04-24,209.51,210.5,201.23,209.9,209.9,4036200.0,2023-04-25,2023-04-26,207.5,205.01,152.06,198.94,0.813692748091603,1702650.0,3.430204859456884,54.0,35.0,fslr,2023-04-24,21.0,2023-03-23
2023-04-24,44.32,44.89,42.44,43.21,43.21,3279500.0,2023-04-25,2023-04-26,42.66,45.0,31.9,39.65,0.8909306461173678,1814695.0,4.397130293913445,58.0,30.0,edu,2023-04-24,3.0,2023-04-19
2023-04-24,16.95,18.05,16.9,17.83,17.83,1349300.0,2023-04-25,2023-04-26,17.59,17.28,16.76,17.35,0.5931558935361219,1207950.0,3.1968592260235558,54.0,50.0,eurn,2023-04-24,0.0,2023-04-24
2023-04-24,11.44,11.59,11.28,11.43,11.43,1504500.0,2023-04-25,2023-04-26,11.32,11.31,8.2,11.28,0.9248826291079812,2229090.0,4.8993875765529316,51.0,60.0,ypf,2023-04-24,0.0,2023-04-24
2023-04-24,96.61,97.03,93.86,94.84,94.84,1265200.0,2023-04-25,2023-04-26,94.3,92.59,53.85,78.56,0.926654740608229,893850.0,2.836355967946014,74.0,95.0,elf,2023-04-24,0.0,2023-04-24
2023-04-25,117.55,117.74,115.63,116.52,116.52,12179800.0,2023-04-26,2023-04-27,116.03,115.62,104.39,111.21,0.36922875131164745,14416620.0,2.016821146584278,57.0,90.0,xom,2023-04-25,15.0,2023-04-03
2023-04-25,143.71,144.7,141.12,141.17,141.17,1810300.0,2023-04-26,2023-04-27,140.17,142.81,130.93,136.38,0.36970394392718897,1502245.0,2.613869802365942,52.0,60.0,hes,2023-04-25,4.0,2023-04-19
2023-04-25,89.0,89.28,86.71,87.43,87.43,1361700.0,2023-04-26,2023-04-27,85.01,79.39,58.84,68.56,0.3754090696587191,1729520.0,3.339814708909985,78.0,80.0,apls,2023-04-25,17.0,2023-03-30
2023-04-25,21.59,21.77,20.94,21.03,21.03,2591000.0,2023-04-26,2023-04-27,20.5,20.68,19.25,20.15,0.40306122448979576,3626860.0,5.2781740370898715,52.0,50.0,arry,2023-04-25,4.0,2023-04-19
2023-04-25,43.28,44.89,42.57,43.41,43.41,1193200.0,2023-04-26,2023-04-27,43.27,41.98,36.23,40.02,0.584171403585483,1395915.0,4.791522690624281,58.0,25.0,pcvx,2023-04-25,4.0,2023-04-19
2023-04-25,207.5,210.67,204.71,210.53,210.53,2064300.0,2023-04-26,2023-04-27,205.01,200.59,152.75,199.88,0.8243162546279708,1741630.0,3.415190234170902,54.0,35.0,fslr,2023-04-25,22.0,2023-03-23
2023-04-25,42.66,43.35,42.05,43.15,43.15,2095400.0,2023-04-26,2023-04-27,45.0,45.0,32.0,39.72,0.8934911242603552,1875275.0,4.380069524913094,58.0,30.0,edu,2023-04-25,4.0,2023-04-19
2023-04-25,94.3,94.83,92.07,92.39,92.39,1049000.0,2023-04-26,2023-04-27,92.59,93.68,54.15,78.98,0.9360028602073651,907165.0,2.922394198506332,68.0,80.0,elf,2023-04-25,1.0,2023-04-24
2023-04-25,12.83,12.87,12.67,12.82,12.82,1820600.0,2023-04-26,2023-04-27,12.96,12.75,9.36,11.49,0.22352941176470575,3257925.0,2.8861154446177846,61.0,55.0,agi,2023-04-25,0.0,2023-04-25
2023-04-25,11.72,11.84,11.12,11.19,11.19,3386800.0,2023-04-26,2023-04-27,11.22,11.56,7.14,9.97,0.27956989247311825,3872325.0,4.915102770330653,59.0,45.0,hims,2023-04-25,0.0,2023-04-25
2023-04-26,12.96,13.1,12.63,12.69,12.69,2135600.0,2023-04-27,2023-04-28,12.75,12.83,9.39,11.53,0.22745098039215694,3156695.0,2.9156816390858946,58.0,50.0,agi,2023-04-26,1.0,2023-04-25
2023-04-26,11.22,11.32,11.03,11.19,11.19,1548400.0,2023-04-27,2023-04-28,11.56,11.59,7.17,10.01,0.28725314183123873,3858210.0,4.82573726541555,59.0,45.0,hims,2023-04-26,1.0,2023-04-25
2023-04-26,116.03,117.09,114.68,115.45,115.45,15566100.0,2023-04-27,2023-04-28,115.62,117.25,104.54,111.16,0.368503730854824,14642545.0,2.0355132091814636,55.0,85.0,xom,2023-04-26,16.0,2023-04-03
2023-04-26,140.17,145.92,140.02,142.95,142.95,2426300.0,2023-04-27,2023-04-28,142.81,141.14,131.16,136.29,0.37010341585709794,1543230.0,2.6652675760755513,54.0,55.0,hes,2023-04-26,5.0,2023-04-19
2023-04-26,85.01,85.95,83.24,84.68,84.68,2255900.0,2023-04-27,2023-04-28,79.39,82.36,59.03,69.21,0.3775962660443406,1801905.0,3.6136041568256965,71.0,80.0,apls,2023-04-26,18.0,2023-03-30
