Date,Open,High,Low,Close,Adj Close,Volume,next1_Date,next2_Date,next1_Open,next2_Open,sma_200,sma_50,sma_200_pct,Volume_sma_20,atr,rsi,aroon,symbol,date,days,start
2022-12-02,54.0,55.6,54.0,55.49,55.49,2846300.0,2022-12-05,2022-12-06,56.54,51.09,50.04,51.97,0.5506662534862099,4598950.0,4.901784105244189,54.0,20.0,ovv,2022-12-02,2.0,2022-11-30
2022-12-02,16.56,17.55,16.51,17.27,17.27,3382400.0,2022-12-05,2022-12-06,17.36,16.95,10.41,14.18,0.7408026755852841,2947125.0,6.311522872032427,63.0,75.0,cprx,2022-12-02,2.0,2022-11-30
2022-12-02,50.64,54.04,50.5,53.9,53.9,1497600.0,2022-12-05,2022-12-06,54.55,53.0,35.08,47.42,1.0918306499701846,1206240.0,4.619666048237478,60.0,25.0,stng,2022-12-02,2.0,2022-11-30
2022-12-02,15.0,16.19,14.95,16.0,16.0,1053300.0,2022-12-05,2022-12-06,16.16,15.2,8.37,12.28,1.1910994764397906,821425.0,4.6875,69.0,75.0,asc,2022-12-02,1.0,2022-12-01
2022-12-02,33.53,36.06,33.36,35.66,35.66,1889100.0,2022-12-05,2022-12-06,35.65,34.79,27.19,30.03,0.3922171018945213,1733010.0,3.617498597868761,67.0,95.0,flr,2022-12-02,0.0,2022-12-02
2022-12-02,29.67,31.44,29.58,31.12,31.12,1296300.0,2022-12-05,2022-12-06,31.2,30.42,27.35,28.78,0.43418982695332997,1168745.0,3.7917737789203083,57.0,50.0,ati,2022-12-02,0.0,2022-12-02
2022-12-02,30.99,32.23,30.97,31.59,31.59,3133900.0,2022-12-05,2022-12-06,31.7,29.57,23.97,26.52,1.0789245446660884,4908000.0,6.077872744539411,62.0,85.0,btu,2022-12-02,0.0,2022-12-02
2023-01-13,33.67,35.46,33.26,35.44,35.44,1609500.0,2023-01-17,2023-01-18,35.2,35.21,28.04,30.1,0.445360824742268,1368650.0,3.724604966139955,67.0,85.0,ati,2023-01-13,0.0,2023-01-13
2023-01-13,150.85,153.2,149.51,152.21,152.21,1776200.0,2023-01-17,2023-01-18,151.73,153.2,121.34,141.3,0.45999278065214777,1423155.0,3.2060968398922536,61.0,85.0,hes,2023-01-13,0.0,2023-01-13
2023-01-13,13.17,13.45,13.12,13.38,13.38,1495500.0,2023-01-17,2023-01-18,13.31,13.39,10.48,12.2,0.47398030942334746,1995435.0,2.914798206278027,66.0,85.0,enlc,2023-01-13,0.0,2023-01-13
2023-01-13,113.11,113.49,112.16,113.15,113.15,12011400.0,2023-01-17,2023-01-18,113.41,113.26,96.71,109.56,0.4810107197549769,16210800.0,2.2889969067609366,58.0,85.0,xom,2023-01-13,0.0,2023-01-13
2023-01-13,120.58,121.85,118.51,121.47,121.47,4360200.0,2023-01-17,2023-01-18,121.06,121.2,108.44,121.21,0.4875171467764059,5413095.0,2.930764797892484,55.0,90.0,cop,2023-01-13,0.0,2023-01-13
2023-01-13,121.12,122.89,120.24,121.93,121.93,2780500.0,2023-01-17,2023-01-18,122.83,122.83,100.93,116.55,0.5442166462668301,3711410.0,2.755679488230952,60.0,90.0,mpc,2023-01-13,0.0,2023-01-13
2023-01-13,135.32,137.12,134.39,136.13,136.13,2604000.0,2023-01-17,2023-01-18,137.62,139.0,118.25,128.28,0.5602322206095789,3626745.0,2.8796003819878058,61.0,85.0,vlo,2023-01-13,0.0,2023-01-13
2023-01-13,70.27,72.52,69.12,71.82,71.82,1173600.0,2023-01-17,2023-01-18,72.49,75.27,55.21,64.76,0.580137378362908,539485.0,3.7176274018379285,66.0,90.0,val,2023-01-13,0.0,2023-01-13
2023-01-13,17.37,17.42,16.57,17.37,17.37,2165000.0,2023-01-17,2023-01-18,17.13,17.51,15.89,17.32,0.6347736625514402,2449890.0,5.008635578583765,53.0,35.0,pten,2023-01-13,0.0,2023-01-13
2023-01-13,20.83,22.11,20.75,21.05,21.05,2756700.0,2023-01-17,2023-01-18,21.53,20.3,11.88,17.12,0.8827258320126785,2333020.0,5.510688836104513,67.0,85.0,cprx,2023-01-13,0.0,2023-01-13
2023-01-17,35.2,35.44,34.6,34.79,34.79,1136400.0,2023-01-18,2023-01-19,35.21,34.66,28.08,30.27,0.44593202883625116,1311490.0,3.7079620580626615,64.0,85.0,ati,2023-01-17,1.0,2023-01-13
2023-01-17,151.73,152.91,150.08,151.65,151.65,1176700.0,2023-01-18,2023-01-19,153.2,149.64,121.56,141.53,0.46105769230769234,1408055.0,3.1981536432575,61.0,85.0,hes,2023-01-17,1.0,2023-01-13
2023-01-17,13.31,13.58,13.25,13.28,13.28,1069800.0,2023-01-18,2023-01-19,13.39,12.9,10.5,12.22,0.4747191011235954,1958065.0,2.9367469879518073,64.0,95.0,enlc,2023-01-17,1.0,2023-01-13
2023-01-17,113.41,114.08,112.67,112.93,112.93,16542200.0,2023-01-18,2023-01-19,113.26,110.07,96.85,109.63,0.4808868501529049,16269655.0,2.240325865580448,58.0,95.0,xom,2023-01-17,1.0,2023-01-13
2023-01-17,122.83,125.3,121.29,121.77,121.77,3746900.0,2023-01-18,2023-01-19,122.83,120.47,101.11,116.69,0.5443714678478693,3685960.0,2.800361336946703,59.0,95.0,mpc,2023-01-17,1.0,2023-01-13
