start,symbol,Start_Datum,Start_Open,Ende_Datum,Ende_Open,Close,Volume,days,profit,sum
2023-01-13,hes,2023-01-17,151.73,2023-01-19,149.64,152.21,1776200.0,1.0,-1.3774467804653026,-58.50734725352418
2023-01-13,ati,2023-01-17,35.2,2023-01-19,34.66,35.44,1609500.0,1.0,-1.5340909090909267,-60.04143816261511
2023-01-13,cprx,2023-01-17,21.53,2023-01-19,20.31,21.05,2756700.0,1.0,-5.666511843938701,-65.70795000655382
2023-01-13,cop,2023-01-17,121.06,2023-01-18,121.2,121.47,4360200.0,0.0,0.11564513464397866,-65.59230487190983
2023-01-13,xom,2023-01-17,113.41,2023-01-19,110.07,113.15,12011400.0,1.0,-2.9450665726126477,-68.53737144452248
2023-01-13,pten,2023-01-17,17.13,2023-01-18,17.51,17.37,2165000.0,0.0,2.2183304144775398,-66.31904103004494
2023-01-17,cvx,2023-01-18,180.82,2023-01-19,176.61,180.49,10697700.0,0.0,-2.3282822696604244,-68.64732329970536
2023-01-17,talo,2023-01-18,20.95,2023-01-19,18.88,20.82,1103600.0,0.0,-9.880668257756566,-78.52799155746193
2023-01-23,oxy,2023-01-24,64.36,2023-01-25,63.86,66.5,9891500.0,0.0,-0.7768800497203232,-79.30487160718225
2023-01-23,cop,2023-01-24,121.0,2023-01-25,118.2,120.13,3963200.0,0.0,-2.314049586776857,-81.61892119395911
2023-01-23,enlc,2023-01-24,13.0,2023-01-31,12.46,12.97,6046400.0,4.0,-4.153846153846148,-85.77276734780526
2023-01-23,pbf,2023-01-24,44.01,2023-02-02,40.2,43.8,3292900.0,6.0,-8.657123381049752,-94.42989072885501
2023-01-23,talo,2023-01-24,21.1,2023-01-25,20.53,20.99,1003400.0,0.0,-2.7014218009478683,-97.13131252980288
2023-01-23,xom,2023-01-24,109.16,2023-02-03,111.9,112.76,16584400.0,7.0,2.5100769512642076,-94.62123557853867
2023-01-23,hes,2023-01-24,154.1,2023-02-02,143.46,155.16,1677500.0,6.0,-6.904607397793631,-101.5258429763323
2023-01-23,vlo,2023-01-24,146.56,2023-02-03,133.88,143.08,3908300.0,7.0,-8.651746724890835,-110.17758970122313
2023-01-23,dino,2023-01-24,57.9,2023-02-02,54.53,57.83,1872700.0,6.0,-5.820379965457682,-115.9979696666808
2023-01-23,mpc,2023-01-24,124.2,2023-02-03,120.57,126.88,3963400.0,7.0,-2.9227053140096695,-118.92067498069048
2023-01-24,mtdr,2023-01-25,63.8,2023-01-31,64.39,63.45,1741900.0,3.0,0.924764890282137,-117.99591009040834
2023-01-24,cvx,2023-01-25,179.29,2023-01-27,184.23,180.83,5989000.0,1.0,2.7553126220090345,-115.24059746839932
2023-01-24,fro,2023-01-25,13.35,2023-01-27,13.49,13.7,2437000.0,1.0,1.0486891385767834,-114.19190832982252
2023-01-26,oxy,2023-01-27,67.15,2023-01-31,64.2,67.09,12564400.0,1.0,-4.3931496649292665,-118.58505799475179
2023-01-26,mro,2023-01-27,28.7,2023-01-31,27.0,28.76,8211600.0,1.0,-5.923344947735189,-124.50840294248698
2023-01-30,cve,2023-01-31,19.61,2023-02-02,19.24,19.76,5686500.0,1.0,-1.8867924528301938,-126.39519539531717
2023-01-30,cop,2023-01-31,120.22,2023-02-02,113.49,120.53,5246300.0,1.0,-5.598070204624857,-131.99326559994202
