Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
20-12,ALLE,115.89,116.38,102.68,2.1527,0.7623,-4.9904,12.0002,11.0001,11.3607
20-12,BAC,28.74,30.31,24.87,7.5759,6.338,-15.4862,17.0002,12.0002,11.249
20-12,CPB,49.98,48.35,49.24,-3.2903,1.8856,7.4082,16.0,23.0002,-4.1312
20-12,EXR,112.93,115.86,103.24,2.9408,0.9235,6.2989,8.0002,11.0002,6.6878
20-12,HAS,94.34,93.54,78.52,0.7772,4.8392,-8.5251,16.0003,25.0003,17.9162
20-12,IT,152.97,160.19,128.19,5.3298,1.1033,-5.2723,16.0003,15.0003,17.7311
20-12,MMC,115.35,117.0,111.2,2.1386,1.6247,6.0794,9.0001,14.0002,0.3505
20-12,MSI,172.78,170.06,149.95,-0.7075,0.7921,2.5284,24.0003,23.0001,11.3152
20-12,VRSN,201.0,216.4,206.21,7.614,1.6765,5.2323,7.9999,13.0001,-5.7687
20-12,WMB,21.34,20.05,19.93,-4.0049,3.6706,-7.6585,10.0001,15.0003,2.9054
