Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
21-02,D,73.15,68.32,78.0,-6.3278,1.2256,-14.9971,0.9999,13.0,-9.2107
21-02,FE,30.71,33.14,29.94,7.893,0.354,-39.4369,26.0001,31.9998,4.3711
21-02,FOX,29.86,31.93,28.18,7.332,2.6801,-17.7264,4.0002,6.0002,15.9121
21-02,FOXA,31.25,33.31,28.5,7.3895,2.7062,-15.9115,10.0002,10.0003,19.0313
21-02,NI,22.17,21.6,22.92,-2.357,1.3686,-24.4285,0.9999,4.9999,-2.4507
21-02,O,57.61,58.39,59.03,2.1197,1.8108,-24.678,3.0,1.0001,3.0372
21-02,PPL,27.75,26.19,28.08,-5.4171,0.6844,-23.5424,8.0001,22.0001,1.4849
21-02,VTRS,17.15,14.85,16.38,-12.0148,0.8088,-20.6816,5.0001,1.0001,17.3563
21-02,WU,22.42,23.22,21.91,4.3207,2.6328,-17.2119,1.9999,10.0002,14.7449
21-02,XRX,21.28,25.48,20.91,19.7394,5.808,-40.8771,2.0003,4.0002,21.4943
