Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
22-07,AKAM,91.19,96.22,109.25,5.4695,1.9139,-21.6724,1.9998,11.9999,-25.251
22-07,APH,31.97,38.56,37.63,18.519,0.6631,-5.9047,-5.0003,11.9999,-14.4617
22-07,CBRE,73.18,85.62,91.38,15.3721,6.4108,-14.1374,-6.0004,1.9998,-20.3295
22-07,IEX,181.82,208.75,202.04,14.1894,3.7686,-17.4597,-9.0002,8.9999,-4.4605
22-07,KIM,19.79,22.11,23.52,11.449,6.2566,-5.1799,-4.0002,17.0,-20.6775
22-07,MCO,271.46,310.25,330.78,13.4809,4.461,-24.9469,1.9997,7.9998,-19.9884
22-07,MSI,208.61,238.59,231.26,13.2552,0.1287,-3.3433,-8.0002,3.9999,-13.0797
22-07,SEE,57.5,61.12,64.83,5.9699,2.89,-2.5823,7.9999,18.0001,-13.5222
22-07,TDY,374.31,391.4,424.35,4.7108,4.4547,-10.4386,-0.0001,3.9999,-21.782
22-07,USB,45.86,47.2,54.21,2.8972,0.1935,-19.2206,1.9998,4.9998,-13.549
