Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
11-10,CTSH,31.15,36.38,34.38,15.6615,0.772,-2.7455,-0.0002,6.9999,-12.2418
11-10,DXC,13.27,15.63,17.24,16.6066,2.1898,-41.6304,-5.0005,10.9995,-31.6023
11-10,EMN,33.94,39.29,45.66,14.8436,2.7774,-7.3919,-5.0003,2.9998,-36.9491
11-10,GHC,195.82,205.53,232.44,4.5282,0.2396,-18.1367,-1.0003,12.9997,-22.5867
11-10,MRK,31.1,32.92,32.62,5.6409,1.4134,-11.1654,2.0,-1.0001,-6.5767
11-10,PGR,17.65,19.01,19.65,7.3013,1.1118,-14.9018,-2.0002,4.9999,-16.7362
11-10,RSG,27.84,28.46,29.68,1.7139,0.0,-7.9698,-0.0,-1.0,-7.9155
11-10,SRE,25.72,26.86,25.95,4.3929,0.2212,-4.2751,-3.0,3.0,-1.5135
11-10,WM,32.45,32.93,34.53,1.4522,6.8484,-8.8976,-3.0001,5.9999,-11.0453
11-10,WMT,17.29,18.91,17.64,8.9966,3.3413,-3.0269,7.0,13.0,-1.7024
