Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
13-08,AFL,31.19,28.9,26.89,-6.3263,6.3965,40.8862,16.0002,20.0002,12.841
13-08,APH,9.91,9.47,9.27,-3.4589,2.4641,33.4239,28.0002,32.0003,5.0792
13-08,CMCSA,22.89,21.05,20.46,-6.7077,1.5507,38.5372,20.0002,18.0002,9.491
13-08,CMS,28.17,26.53,27.12,-5.2741,0.2466,13.5036,20.0001,28.0001,-6.2648
13-08,EMR,61.98,60.37,56.55,-1.5352,3.8519,28.4698,15.0001,34.0003,10.5997
13-08,GIS,53.03,49.32,47.15,-5.1806,2.4679,34.3669,43.0002,55.0003,3.3687
13-08,HRL,21.35,20.72,19.37,-2.0448,3.8164,51.7563,29.0002,45.0004,2.9685
13-08,IVZ,32.57,30.36,30.13,-5.6165,0.1819,45.4587,11.0002,19.0003,2.2265
13-08,MDLZ,31.57,30.67,29.24,-1.7098,2.027,-21.2541,21.0001,29.0002,0.0656
13-08,SRE,44.02,42.21,39.72,-3.6361,1.8885,24.4249,19.0002,21.0002,6.0998
