Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
17-03,BMY,57.0,54.38,54.34,-4.0521,4.7445,-8.4289,13.0,14.9998,1.9016
17-03,COTY,18.88,18.13,19.94,-3.2499,2.541,-34.059,3.9997,13.9997,1.6674
17-03,CPB,59.53,57.24,58.29,-3.5354,1.7271,-3.8866,14.0,14.0,4.6192
17-03,EQR,62.93,62.22,61.79,-1.3076,2.3384,-15.3309,11.0,17.9999,5.192
17-03,EXR,78.94,74.39,74.14,-6.111,3.3269,-3.6032,15.0,7.9999,12.6083
17-03,FE,32.09,31.82,31.45,-1.7822,1.7736,-3.1073,2.0,7.0,3.9386
17-03,HRB,20.78,23.25,22.55,13.5224,0.5851,-37.4696,6.0,14.0,-7.0256
17-03,M,33.48,29.64,35.98,-10.935,2.0124,-23.1196,11.9999,10.0001,-21.6748
17-03,TGNA,16.68,16.4,14.02,0.0788,7.8785,4.0179,6.0003,6.0001,13.6805
17-03,TPR,38.29,41.33,36.59,8.343,0.4711,-2.1828,5.0,2.0,5.2833
