Month,Ticker,Open,Close,Profit,qty,Gewinn
19-03,LLY,117.45992070320708,119.77678680419922,1.9724737485957495,263.0,609.3357845609338
19-03,AES,14.560763084853534,15.226059913635254,4.569106886120402,2125.0,1413.7557611611555
19-03,NRG,35.36577108815684,35.98414611816406,1.7485127878755655,875.0,541.0781512563192
19-03,MRK,65.68739302291372,67.2736587524414,2.4148708854594747,471.0,747.1311586075382
19-03,ULTA,315.6099853515625,348.7300109863281,10.493972678929266,98.0,3245.7625122070312
19-03,O,51.703112956155636,55.201171875,6.765664036149481,598.0,2091.83923346893
19-03,BSX,40.47999954223633,38.380001068115234,-5.187743324774452,764.0,-1604.3988342285156
19-03,IQV,140.89999389648438,143.85000610351562,2.093692217757333,219.0,646.0526733398438
19-03,MSI,132.72482436536959,130.1854705810547,-1.9132470481365829,233.0,-591.6694317453712
19-03,ILMN,305.3793640136719,302.2276306152344,-1.0320715050989484,101.0,-318.3250732421875
