Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
14-05,AIV,4.11,4.2,3.8,2.1306,2.6359,-0.9,10.0001,5.0001,10.0954
14-05,CINF,48.8,49.02,48.85,0.648,0.1636,-0.3885,5.0,8.0,0.8743
14-05,ED,58.1,55.01,54.74,-5.2346,2.1636,-8.8295,11.0,14.0,6.7259
14-05,KIM,22.91,22.92,21.32,0.0466,1.5894,-3.6165,29.0001,23.0,9.3818
14-05,KO,40.79,40.91,39.11,0.3279,0.1719,-3.6381,15.0,15.0,7.8195
14-05,MAC,64.76,66.04,60.32,1.7531,0.4788,-7.3376,13.0001,2.0001,13.9991
14-05,PGR,24.25,25.03,24.7,3.2514,5.1347,-4.1123,5.9999,10.9999,4.5602
14-05,THC,45.03,47.0,43.07,4.345,12.8161,-0.6173,1.0,3.0001,-0.4154
14-05,WY,29.76,31.42,29.92,5.1856,5.2021,-2.1632,9.0,7.0001,0.1832
14-05,XEL,31.81,30.76,29.35,-3.4553,1.9157,0.2517,14.0001,5.0001,9.9279
