Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
24-08,AES,17.62,17.13,18.26,-3.415,1.9932,-17.7531,12.0001,13.0002,1.3726
24-08,APTV,78.98,71.53,75.58,3.5484,6.619,-36.6243,5.9999,11.9998,-0.1083
24-08,BWA,35.33,34.07,33.93,-3.2355,4.5468,-24.0645,8.0001,14.0,8.9578
24-08,HRL,32.2,32.55,33.2,1.5178,4.1052,-21.453,17.0001,10.0,-9.3637
24-08,MAA,141.49,162.37,135.08,15.2378,1.8788,-6.6083,9.0001,9.0002,7.6937
24-08,MDT,80.69,88.58,81.64,9.9159,1.3728,-8.4777,3.9999,26.0001,0.6109
24-08,MKC,77.13,80.03,72.49,3.9815,5.5721,-13.9361,6.0001,14.0002,1.766
24-08,PAYC,174.02,162.78,170.4,-2.04,1.1849,-54.77,6.9999,14.9998,-9.9262
24-08,PYPL,65.78,72.43,62.83,10.1825,9.3787,-13.2419,9.0001,15.0003,-1.9493
24-08,XEL,57.61,61.23,54.18,5.1038,7.1999,-7.0939,11.0,10.0,8.5214
