Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
19-10,ABBV,75.89,79.55,71.72,5.1387,1.1604,-19.9408,6.0,14.9998,4.5652
19-10,BBY,69.2,71.83,68.67,4.4004,1.8571,-13.067,11.0,19.0003,1.1536
19-10,HBI,15.4,15.21,15.65,-0.1146,3.8381,-16.8747,12.9999,24.0003,-9.6399
19-10,HOG,35.99,38.91,34.48,8.5762,0.6805,-20.596,5.0,14.0001,1.9863
19-10,HPQ,19.05,17.37,19.65,-7.8703,0.6497,-26.5813,7.0,17.0,-8.5204
19-10,MO,41.03,44.79,47.68,9.3166,0.8576,-32.1837,1.9997,14.9998,-13.8664
19-10,TAP,57.7,52.72,55.05,-8.3451,3.2883,-6.5041,6.0,12.0,3.4726
19-10,TPR,26.16,25.86,27.79,-0.3439,1.8298,-48.1798,13.9998,16.9998,-14.6794
19-10,VLO,85.64,96.98,80.09,13.1997,2.8606,-25.0637,13.0,19.0002,0.9117
19-10,VNO,63.8,65.63,64.2,3.1805,0.2236,-12.7808,16.9999,26.0,-0.3397
