Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
19-02,AAPL,41.74,43.29,48.55,4.0561,8.1861,-0.5972,10.9999,13.0,-24.7392
19-02,AKAM,65.0,69.66,69.79,6.9076,1.8182,-2.8213,1.9999,11.9999,-9.3547
19-02,ALK,64.17,61.7,64.44,-3.4874,1.0202,-2.708,12.0,16.0,5.5472
19-02,APA,33.12,33.18,39.65,1.4461,5.4246,-26.8554,5.9997,15.9998,-11.8473
19-02,APH,22.0,23.49,22.09,6.7095,5.465,-5.2178,5.0,12.0001,-0.7947
19-02,DAL,49.63,49.58,53.72,0.3788,5.5391,-12.9294,9.9999,12.0,-8.6203
19-02,IT,136.05,142.3,142.23,4.7805,6.4072,-2.0542,16.0,22.0001,-7.3529
19-02,NWS,12.93,13.31,13.59,3.0088,4.0453,-25.9026,1.9999,9.9998,-2.0627
19-02,PPG,105.64,111.97,105.75,6.0984,3.6453,-11.1935,12.0,20.0,1.0543
19-02,TXT,53.4,54.3,60.45,2.0874,8.8265,-9.2722,0.9998,10.9999,0.3392
