Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
22-09,AMGN,241.12,225.4,245.78,-6.0855,0.4213,6.549,22.0001,23.0002,-6.3142
22-09,BSX,40.32,38.73,40.14,-3.7275,0.3182,-10.7198,-3.0001,6.0001,-0.8985
22-09,BWA,32.8,27.64,32.77,-17.5893,0.6193,-11.6682,8.0,0.9999,-4.6305
22-09,CNP,31.4,28.18,30.84,-10.8935,0.1254,25.6676,11.0002,20.0002,-0.8723
22-09,DXC,24.51,24.48,29.78,0.2131,6.3321,-32.5163,0.9998,-6.0001,-31.3061
22-09,EA,125.88,115.71,128.07,-8.957,0.7496,-12.63,-0.0,9.0,-8.1669
22-09,IRM,52.15,43.97,51.51,-16.7695,0.0751,10.178,9.0001,4.0002,-1.1823
22-09,NCLH,12.85,11.36,14.78,-11.2153,1.2451,-49.3808,-0.0002,-7.0002,-10.2145
22-09,WMT,44.18,43.23,44.72,-2.0039,0.3582,-10.4997,22.0,17.0,4.0325
22-09,XEL,74.28,64.0,72.71,-14.4461,0.0929,8.0,16.0001,19.0002,-0.7764
