Month,Ticker,Open,Close,Profit,qty,Gewinn
14-01,DAL,23.961039287506495,26.905628204345703,12.289070108801766,252.0,742.0364070434805
14-01,BSX,12.020000457763672,13.529999732971191,12.562389498348287,503.0,759.5296354293823
14-01,GNW,15.470000267028809,14.75,-4.654171005823084,391.0,-281.52010440826416
14-01,GILD,54.16450119018555,58.082271575927734,7.23309603089648,111.0,434.8725128173828
14-01,BA,116.24383618814387,107.05612182617188,-7.903829280979189,52.0,-477.76114682254394
14-01,XRX,17.644004105242207,15.834359169006348,-10.256430033918411,343.0,-620.7082131288996
14-01,GHC,355.81510389355043,337.33392333984375,-5.194040486610628,17.0,-314.18006941301354
14-01,TMO,107.0028528301387,111.30459594726562,4.0202134834252545,56.0,240.8976145591074
14-01,NOC,95.41540862099735,96.5602798461914,1.1998808596435742,63.0,72.12688718722528
14-01,GT,21.13323318040198,21.169574737548828,0.17196401911918283,286.0,10.393685343998513
