Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
23-11,AMCR,8.98,9.48,9.51,6.6355,3.0769,-23.2297,-1.0002,4.9997,-13.6951
23-11,D,40.31,45.34,48.24,12.2379,1.7455,-42.3753,1.9997,-5.0004,-27.5222
23-11,FITB,23.65,28.95,26.22,20.6941,2.7367,-33.5668,0.9999,-6.0004,-19.3372
23-11,GPC,128.83,132.78,152.67,3.1022,0.4054,-27.5498,13.9998,24.9998,-17.7344
23-11,JCI,49.42,52.8,59.89,7.5695,2.8512,-15.249,-6.0002,-5.0003,-33.9948
23-11,K,50.66,52.54,57.9,4.1432,2.4914,-30.0305,-3.0003,-2.0002,-21.2743
23-11,MET,60.0,63.63,60.86,6.0264,2.5474,-18.0303,6.0,4.9998,-4.2395
23-11,MKC,64.05,64.83,80.34,1.536,5.3748,-18.7436,1.9997,4.9999,-32.6321
23-11,TFC,28.38,32.14,30.24,13.0834,5.4014,-36.6823,-7.0001,-6.0005,-14.4826
23-11,ZION,30.74,35.63,33.4,15.3151,3.228,-40.6045,0.0002,-1.0004,-19.0509
