Month,Ticker,Open,Close,Profit,qty,Gewinn
22-04,COST,554.9187843036392,511.8664245605469,-7.758317245850346,151.0,-6500.906321206941
22-04,PSA,343.0537483118937,325.7200622558594,-5.0527610152433216,245.0,-4246.753083728406
22-04,EXC,43.52749147052228,42.77764892578125,-1.7226872475498325,1931.0,-1447.9459538949259
22-04,IRM,50.291530602837284,48.61756134033203,-3.32853115114936,1671.0,-2797.2026376462773
22-04,LLY,279.34317538043535,285.18096923828125,2.089828702596886,300.0,1751.3381573537686
22-04,PLD,150.93612494799274,149.25076293945312,-1.1166061200526576,557.0,-938.7466387565645
22-04,REGN,701.8200073242188,659.1099853515625,-6.085609063140539,119.0,-5082.492614746094
22-04,AZO,2066.1298828125,1955.469970703125,-5.355902987025202,40.0,-4426.396484375
22-04,MOH,335.6499938964844,313.45001220703125,-6.614027139324088,250.0,-5549.995422363281
22-04,PAYX,127.15501549283739,117.82083892822266,-7.340785204922199,661.0,-6169.890709210341
