Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
22-08,AKAM,95.43,90.28,103.55,-6.1388,1.2533,-19.7632,1.9999,4.9999,-13.8456
22-08,AMAT,104.49,94.07,110.75,-10.7722,2.4653,-24.2621,-2.0002,2.9998,-0.65
22-08,DOW,52.58,51.0,61.14,-3.8552,2.0623,-14.3983,-4.0001,1.0,-21.0542
22-08,FFIV,166.0,157.06,175.41,-6.0086,5.5602,-18.9579,-0.0002,-3.0002,1.4769
22-08,IPG,29.72,27.64,31.75,-7.3984,2.5386,-15.526,-1.0001,-4.0002,-7.3052
22-08,NWL,20.01,17.85,21.09,-11.9165,1.2987,-18.3434,-3.0001,-4.0001,-10.5198
22-08,POOL,358.21,339.19,401.14,-4.7414,1.893,-25.1392,-2.0002,-1.0003,-9.5937
22-08,SYF,33.07,32.75,34.28,-1.6323,3.3068,-28.7963,-0.0002,4.9997,-6.4345
22-08,TECH,95.39,82.95,95.31,-14.3231,3.553,-20.1062,2.0001,0.9998,3.6497
22-08,WBA,39.62,35.06,42.85,-11.7759,3.7181,-15.9703,5.9998,12.9999,-5.5325
