Month,Ticker,Open,Close,Profit,qty,Gewinn
20-05,AAPL,69.6197706172327,77.53651428222656,11.371401535520514,626.0,4955.881534286156
20-05,DVA,77.88999938964844,80.95999908447266,3.9414555384272103,559.0,1716.1298294067383
20-05,LDOS,91.10564770542959,98.86131286621094,8.512825885237778,478.0,3707.2079468534844
20-05,SPGI,276.8201660575296,313.43487548828125,13.226893817823324,157.0,5748.509380628008
20-05,CHTR,511.0,544.0,6.457925636007827,85.0,2805.0
20-05,PAYC,250.16001352492168,293.8935852050781,17.48223909325923,174.0,7609.641472347222
20-05,ZTS,123.42333822078183,134.99667358398438,9.37694242437355,353.0,4085.3873832104987
20-05,MCO,232.2635707841652,257.8449401855469,11.013939601037812,187.0,4783.716078058371
20-05,DHR,141.4628935889348,145.17483520507812,2.6239683933862836,308.0,1143.278017772143
20-05,ADBE,347.239990234375,386.6000061035156,11.335104531760289,125.0,4920.001983642578
