Month,Ticker,Open,Close,Profit,qty,Gewinn
16-10,ALB,77.07951972158281,75.58680725097656,-1.9365876642693716,176.0,-262.7173948267
16-10,OKE,31.03965527502407,29.598825454711914,-4.641900200069279,438.0,-631.0834612967246
16-10,APA,53.78092324942593,50.39491271972656,-6.295932321570014,253.0,-856.6606640139405
16-10,AMZN,41.79999923706055,39.49100112915039,-5.5239190192686936,325.0,-750.4243850708008
16-10,LRCX,5.144994368415165,5.293086051940918,2.8783643464195015,2647.0,391.998686292669
16-10,HP,45.15625296574152,42.263267517089844,-6.406610953407685,301.0,-870.7886200441553
16-10,ITW,98.98218448987245,94.17279815673828,-4.858840363971006,137.0,-658.8859276393814
16-10,MTD,418.010009765625,404.0799865722656,-3.3324616320001126,32.0,-445.7607421875
16-10,KLAC,60.616944917829855,65.0885009765625,7.376742699247092,224.0,1001.6285571561125
16-10,GLW,18.905195914928665,18.199960708618164,-3.7303776669862785,720.0,-507.76934854356085
