Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
12-02,AMP,54.81,55.76,45.98,4.6873,0.0548,-13.1387,7.0001,6.9999,15.5923
12-02,ANF,46.02,45.79,56.29,1.6114,5.8784,-8.8673,0.9996,7.9997,-43.1949
12-02,BEN,35.91,39.3,33.75,10.7702,9.1326,-12.0597,2.9999,-0.0001,1.2978
12-02,BSX,5.99,6.22,5.66,4.6956,2.0101,-14.6132,11.9999,1.9998,2.6453
12-02,EXPE,32.43,34.05,48.78,5.2888,6.5351,-35.6717,3.9996,15.9998,-26.5828
12-02,JEF,24.55,24.83,21.43,2.9204,3.6834,-14.6371,2.9999,3.9998,6.8496
12-02,LDOS,31.83,30.17,30.69,-4.9722,1.0,-22.3899,11.9998,2.9997,4.6791
12-02,MOS,56.59,57.75,55.54,3.3356,3.4683,-30.9353,0.9998,-0.0002,-2.5988
12-02,PFG,27.65,27.66,24.6,1.5029,2.2344,-16.6616,17.0001,13.9999,7.868
12-02,SEE,20.05,19.63,17.7,-1.0933,4.4845,-25.3278,11.0,8.9998,12.5053
