Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
11-05,CCL,38.32,38.81,42.62,2.2842,1.3316,-8.705,3.9999,12.0001,-14.9387
11-05,CPB,33.62,34.75,34.08,3.4813,1.4101,-6.3302,8.9999,18.9999,-1.415
11-05,EXC,30.1,29.85,29.64,-0.6887,3.0834,-3.2576,5.0,4.0,-0.3865
11-05,GNW,12.31,11.11,13.12,-9.0025,3.9867,-26.2107,1.0001,1.9999,-9.4688
11-05,KEY,8.74,8.47,8.86,-2.1487,4.3114,-3.8803,5.0001,7.0001,-1.8396
11-05,MAS,11.85,12.52,11.86,6.2262,0.0741,-17.3136,12.0003,10.0003,2.2657
11-05,OI,29.76,32.12,30.39,8.286,2.8724,-16.281,3.0001,1.0001,1.2355
11-05,RF,7.37,7.06,7.2,-3.7013,4.1076,-16.9683,14.0002,7.0001,4.5395
11-05,URBN,31.72,30.46,34.34,-2.9701,2.0833,-16.2141,5.0001,1.0,-4.8207
11-05,V,19.61,20.26,18.38,3.8051,2.2877,-13.4213,13.0,19.0001,11.6654
