Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
20-02,AEE,82.23,79.0,76.87,-3.5782,2.9016,18.33,20.0001,26.0001,5.6162
20-02,BDX,270.47,232.02,253.66,-13.586,0.2081,10.3103,19.0001,31.0001,7.6495
20-02,CL,74.06,67.57,69.08,-8.5416,6.1181,14.0693,12.0,13.0,7.6954
20-02,CME,218.0,198.82,206.6,-8.2806,3.0398,19.108,26.0001,41.0002,5.6753
20-02,EXC,34.01,30.75,32.89,-9.5867,0.5214,-0.3559,25.0001,22.9999,4.6973
20-02,NI,29.4,27.02,27.95,-7.9879,2.0555,7.4413,7.0,13.0001,4.643
20-02,RJF,61.29,55.75,58.38,-8.4604,0.7891,13.5776,19.0001,13.0,9.6008
20-02,ROL,25.33,24.96,23.56,-1.1767,5.1079,1.9065,3.0001,5.0,-0.0528
20-02,XYL,82.49,77.34,78.67,-4.8734,1.1899,14.5944,19.0,13.0,6.6115
20-02,YUM,105.81,89.25,105.0,-16.6103,0.4057,12.5452,7.9999,12.0,4.1677
