Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
12-07,AIV,3.62,3.66,3.34,1.7533,2.8169,5.8824,11.0002,10.0002,2.9063
12-07,AMP,52.36,51.72,51.87,-0.6009,4.7552,-9.3967,2.0001,11.0003,-7.9305
12-07,CB,74.3,73.5,72.1,-0.6265,4.2431,12.6253,9.0001,18.0002,1.7682
12-07,CNP,20.76,21.06,19.53,1.9626,2.8741,6.8217,7.0,13.0001,4.9995
12-07,ED,62.24,64.5,59.31,3.6813,2.3499,16.8107,11.0,16.0001,6.3824
12-07,HBAN,6.4,6.22,6.02,-2.5739,4.1801,-2.439,18.0002,20.0003,0.3728
12-07,HRL,15.16,13.95,14.56,-8.5483,4.9248,2.0805,17.0,27.0001,3.2334
12-07,LEG,21.19,23.18,22.02,9.4148,5.6225,-13.3306,12.9999,21.0001,-7.5336
12-07,MDLZ,38.32,39.71,38.04,2.8558,0.2062,9.6225,1.0,10.0001,1.819
12-07,SPGI,45.83,46.96,45.71,4.4694,5.6348,7.3729,4.0,15.0001,-6.9888
