Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
12-10,BMY,33.79,33.25,33.73,-1.3676,2.5091,7.5526,10.0,3.0,-5.6587
12-10,CAG,21.56,21.67,19.64,0.9668,1.9457,13.9141,9.0001,3.0001,6.5936
12-10,CAH,39.08,41.13,40.86,5.5121,2.4643,-6.9484,5.9999,12.0,-7.0524
12-10,CL,53.42,52.48,51.65,-2.0379,1.1237,20.9066,6.0001,8.0002,3.2172
12-10,CLX,72.17,72.3,71.49,0.3932,0.7387,8.6236,8.0,12.0001,-0.4611
12-10,CMS,23.54,24.32,23.47,3.2614,1.7811,18.9995,6.0001,8.0001,0.4093
12-10,CNP,21.33,21.67,20.58,1.7882,1.3416,8.5627,5.0001,3.0001,3.2205
12-10,KMB,82.24,80.01,79.44,-2.6937,1.6823,20.7999,22.0002,23.0002,2.5645
12-10,SWN,35.34,34.7,31.06,-0.0471,3.8789,4.3504,2.0002,0.0001,9.973
12-10,WEC,37.84,38.47,38.7,2.1386,1.957,20.3899,1.0001,7.0001,-4.7483
