Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
12-03,AMT,62.61,63.02,57.04,0.7609,0.0794,15.9748,10.0002,17.0002,6.3143
12-03,CNP,19.38,19.72,19.47,1.2757,2.1636,22.8878,1.0,5.0,-1.5948
12-03,DIS,42.13,43.78,35.74,4.3411,1.9726,-4.0009,11.0002,4.0,16.3051
12-03,DTE,46.04,46.83,43.68,1.9804,0.1297,14.6743,8.0001,4.0001,2.7628
12-03,DVA,43.33,45.08,37.37,4.1682,0.9535,9.0451,17.0002,14.0001,13.034
12-03,GILD,22.95,24.43,20.91,7.187,4.342,16.8291,19.0002,18.0001,15.6973
12-03,KO,34.94,37.01,34.01,5.8218,1.1334,9.2929,-1.0,4.0001,3.9732
12-03,SPGI,46.58,48.47,43.27,4.1522,1.9264,20.3206,16.0001,9.0001,9.0803
12-03,SRE,29.6,29.98,26.6,1.2859,1.8201,11.3115,16.0001,9.0001,11.0942
12-03,T,23.07,23.59,22.02,2.1334,0.9162,7.7425,24.0001,23.0,5.5436
