Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
12-01,AMZN,8.79,9.72,10.31,12.0724,2.6376,-3.8889,2.9999,9.0,-19.512
12-01,CMCSA,12.14,13.29,11.44,11.5846,3.8136,7.9235,2.0,2.0,13.713
12-01,DVA,38.65,40.9,37.79,7.6791,2.909,9.0961,0.9999,5.9999,20.2983
12-01,EBAY,12.98,13.3,13.02,4.3791,3.289,9.0521,-3.0,0.0,4.7378
12-01,EQR,57.77,59.55,57.67,4.4539,0.1061,9.7786,3.0,17.0001,11.255
12-01,EW,12.01,13.78,12.44,16.273,2.8278,-12.5464,0.9998,4.9998,0.9288
12-01,SRE,27.84,28.45,26.02,3.4619,0.9201,4.8018,8.0001,6.0,7.1521
12-01,T,23.01,22.21,22.15,-2.7135,3.7054,2.9292,10.0,16.0,6.2398
12-01,WU,18.77,19.1,17.65,4.6364,2.2602,-1.6694,4.9999,8.9999,19.0028
12-01,XRAY,35.66,37.74,35.25,7.7163,0.0849,2.3998,2.0,10.0,15.1305
