Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
22-11,APTV,93.13,106.67,93.66,17.2694,5.2275,-47.3249,2.9999,-5.0003,-10.8031
22-11,GM,39.92,40.56,35.81,3.7712,12.4286,-27.889,13.0001,-3.0002,10.2556
22-11,IVZ,15.59,19.11,16.4,24.1475,4.4997,-39.7088,0.9999,-2.0003,-12.648
22-11,KMX,64.84,69.36,85.37,10.6218,15.5504,-53.9804,4.9998,-5.0005,-39.7846
22-11,LUMN,7.5,5.47,9.61,-27.1986,11.5616,-37.9427,0.9997,8.9996,-36.1999
22-11,NVDA,13.81,16.92,15.18,24.6902,8.6395,-47.2093,2.9998,-1.0004,-25.4666
22-11,POOL,307.44,329.41,347.2,9.3869,7.3377,-40.9446,2.9998,-1.0004,-14.0911
22-11,RHI,77.11,78.78,78.35,3.726,5.917,-32.3782,-4.0002,-4.0003,-2.0436
22-11,TER,83.28,93.45,88.51,15.131,6.4061,-41.1531,-1.0002,-5.0003,-18.8822
22-11,UDR,40.14,41.47,44.35,4.717,1.6327,-28.3991,-1.0003,-3.0003,-18.4359
