Month,Ticker,Open,Close,Profit,qty,Gewinn
23-06,LW,108.8414810036662,112.69437408447266,3.539912398542861,1121.0,4319.093143584034
23-06,DXCM,117.4800033569336,128.50999450683594,9.388824340079797,1038.0,11449.130813598633
23-06,BA,206.4600067138672,211.16000366210938,2.276468466241944,591.0,2777.698196411133
23-06,PWR,176.6025573920706,196.08934020996094,11.034258566611955,691.0,13465.366927162228
23-06,PCG,16.802164403301443,17.24117660522461,2.6128312483176575,7264.0,3188.984634769879
23-06,ON,84.94000244140625,94.58000183105469,11.349186617104646,1436.0,13843.039123535156
23-06,DRI,151.7554686868511,158.52020263671875,4.457654151381362,804.0,5438.8460956936
23-06,IT,339.9100036621094,350.30999755859375,3.0596316037884494,359.0,3733.5978088378906
23-06,ETN,173.46045844712762,197.6256561279297,13.931242830289097,703.0,16988.133969603852
23-06,ANSS,320.6300048828125,330.2699890136719,3.0065757989127393,380.0,3663.1939697265625
