Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
15-05,BEN,51.95,50.91,53.37,-1.2111,1.2821,-1.5091,12.9999,22.0,0.4389
15-05,FITB,20.08,20.24,19.2,1.3089,2.481,-2.9597,13.0,11.0,14.8691
15-05,HPQ,15.08,15.17,16.38,1.5908,0.8654,-0.2722,3.9999,3.0,-8.1999
15-05,MET,46.12,46.58,45.65,1.9492,1.8413,-2.0248,3.0,16.0,10.2898
15-05,MOS,44.54,45.85,47.47,4.2529,0.7391,-12.0703,14.0,12.0,-9.7052
15-05,PNR,41.97,43.0,43.17,3.0628,2.6772,-16.3414,7.9999,10.0,1.3371
15-05,TDC,44.15,38.94,43.77,-11.7884,2.9506,-3.2336,15.0001,21.0001,-0.1156
15-05,TSN,39.56,42.45,39.89,7.3381,6.0503,-5.8852,8.0,13.0001,1.7414
15-05,WMT,26.07,24.76,27.98,-4.8096,0.2168,-2.0825,8.0,16.0001,-8.194
15-05,XYL,37.29,36.57,35.82,-1.1749,4.7377,-1.5164,6.0,11.0001,8.6074
