Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
14-11,AFL,29.93,29.86,30.19,0.0257,2.1522,-8.0794,11.0,10.0,0.2027
14-11,AVY,46.93,49.51,47.84,5.568,5.3871,-0.573,3.0,11.0,-0.2402
14-11,EXPD,42.69,46.82,42.29,9.5151,4.3245,-5.807,14.0,27.0001,-0.63
14-11,GM,31.35,33.43,34.19,6.4188,0.8083,-15.0203,0.9999,5.9999,-6.6193
14-11,GME,10.69,9.45,10.4,-11.0584,3.5143,-21.9993,9.0001,14.0002,3.1015
14-11,GNW,14.01,9.09,14.54,-32.449,5.4217,-3.7164,0.9998,17.0,7.1989
14-11,L,43.49,41.64,42.81,-4.5503,2.2043,-9.7495,6.0,10.0,3.6366
14-11,SBUX,37.99,40.6,38.31,7.2715,1.6836,-6.7736,12.0001,8.0001,-2.4433
14-11,SNI,77.29,78.17,79.35,1.3776,3.0869,-4.0497,5.0,16.0001,-5.9188
14-11,TDC,42.3,45.14,42.55,6.611,4.8909,-3.971,5.9999,7.0001,1.1976
