Month,Ticker,Open,Close,Profit,qty,Gewinn
16-09,CINF,61.71093153963589,60.62285614013672,-1.763180967054946,218.0,-237.20043709081858
16-09,TAP,84.42436801374436,90.80026245117188,7.552196821170776,159.0,1013.7672155509755
16-09,AMZN,38.54499816894531,41.865501403808594,8.61461510598416,350.0,1162.1761322021484
16-09,IRM,23.590967747049064,23.29369354248047,-1.2601187359335018,571.0,-169.7435708086676
16-09,BSX,24.06999969482422,23.799999237060547,-1.1217302085040333,560.0,-151.20025634765625
16-09,NDAQ,20.707681485557973,19.726346969604492,-4.7389878805982555,651.0,-638.8487698857163
16-09,PAYX,47.83463806337072,45.52945327758789,-4.819070194968233,282.0,-650.0621095907575
16-09,GPN,73.46919917347132,74.03832244873047,0.7746420019025427,183.0,104.14955937242347
16-09,EFX,122.12936151751877,124.63920593261719,2.055070446543185,110.0,276.08288566082547
16-09,GLW,18.16790520854842,18.95328140258789,4.322876991178566,742.0,582.7491359772881
