Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
15-04,ADM,47.45,48.88,49.29,3.114,0.6365,9.2418,4.9999,17.0001,-8.4589
15-04,CPB,46.52,44.71,45.43,-3.9988,1.926,3.721,15.0001,13.0,6.0102
15-04,GIS,56.39,55.34,53.0,-2.2255,5.0986,9.2242,9.0001,18.0001,6.2645
15-04,GT,26.86,28.37,26.39,4.82,2.3728,3.6357,24.0002,14.0,-4.1243
15-04,K,61.68,59.46,61.28,-4.0329,3.4871,5.1666,2.0001,11.0,1.2444
15-04,MDLZ,36.22,38.37,36.85,6.2951,2.8329,4.4573,5.0001,7.0,-0.1634
15-04,MKC,38.33,37.65,36.99,-2.3243,4.2077,7.4854,12.0001,5.0001,4.0448
15-04,PVH,106.68,103.35,113.93,-2.9097,3.4981,-14.5949,3.9999,1.9999,-17.2982
15-04,SCHW,30.36,30.5,29.06,0.2851,0.0669,11.3794,9.0001,11.0002,2.0078
15-04,TXT,44.12,43.98,42.99,-0.6474,0.4259,12.8277,10.0002,1.0002,5.7354
