Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
14-08,ANDV,60.47,64.74,55.52,5.2596,3.1363,8.2498,7.0002,6.0003,9.699
14-08,EW,15.03,16.54,13.54,9.6022,7.5169,26.436,13.0003,15.0004,11.2844
14-08,JNPR,23.41,23.19,24.8,-1.3871,3.745,8.6294,20.9999,37.0003,-3.8374
14-08,KDP,58.78,62.92,56.41,6.9002,0.4449,25.7167,21.0002,24.0002,6.1689
14-08,NEM,25.14,27.09,24.41,8.4952,0.0397,-16.9667,15.0002,10.0,0.9675
14-08,NTAP,38.76,42.16,36.36,8.3718,1.6082,-5.5447,5.9999,13.0,9.3629
14-08,ROP,143.44,150.56,139.93,4.4701,0.2586,14.3776,1.0001,13.0001,3.873
14-08,RSG,37.71,39.33,35.65,3.6459,1.9978,11.8549,24.0002,17.0001,7.8794
14-08,URBN,35.69,39.79,34.99,11.0129,4.9219,-16.0479,12.0,1.0,1.1361
14-08,WELL,63.69,67.58,62.39,6.0973,0.0155,-1.3335,13.0001,11.0,1.0516
