Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
24-03,AOS,82.54,89.46,74.38,7.7688,4.6242,26.3142,18.0001,17.0003,10.0145
24-03,CARR,55.22,58.13,54.5,4.7527,5.0028,23.4288,8.0,30.0003,7.6771
24-03,CMCSA,42.66,43.35,43.8,1.2642,2.27,15.2811,3.9999,14.0001,2.8809
24-03,DAL,42.2,47.87,39.01,12.6837,3.4347,10.2504,12.0,18.0002,14.955
24-03,JCI,59.17,65.32,55.53,9.7994,4.0138,-5.5006,22.0,26.0,12.7284
24-03,MMC,201.81,205.98,194.05,1.8398,1.0859,24.7502,14.0,30.0002,1.8512
24-03,MSI,330.88,354.98,301.61,7.2704,3.3064,25.7144,14.0002,18.0002,2.6236
24-03,OTIS,95.19,99.27,85.41,4.1526,4.363,12.6211,28.0001,26.0002,10.7492
24-03,ROL,43.32,46.27,40.14,4.9831,6.3573,25.1989,24.0001,38.0001,8.3579
24-03,WMB,36.08,38.97,34.77,8.1756,4.9596,19.402,9.0,29.0002,-1.903
