Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
19-04,AIG,43.52,47.57,42.08,10.1293,1.2894,-20.8747,1.9998,0.9998,9.8684
19-04,BHF,36.96,41.79,37.22,14.5135,0.2359,-29.3969,6.9998,12.0,19.8967
19-04,BWA,34.47,36.77,33.91,8.8384,7.2525,-23.5318,5.9999,8.9999,11.0735
19-04,FCX,13.16,12.31,11.74,-3.7275,1.3932,-26.6363,6.0,4.9998,25.6746
19-04,FTI,17.63,18.3,16.85,4.8282,2.2241,-20.1358,1.9998,8.9997,19.9774
19-04,HAL,29.63,28.33,30.45,-3.1235,0.3329,-37.5799,5.9997,9.9996,11.0961
19-04,IVZ,19.57,21.97,18.83,13.1108,0.9095,-39.6751,8.9999,1.9997,15.0777
19-04,LNC,59.74,66.72,59.01,13.114,2.3813,-19.6551,5.9999,11.0,14.1691
19-04,PRGO,48.58,47.92,51.46,0.0509,1.0292,-42.2126,3.9997,6.9997,22.9033
19-04,SCHW,43.35,45.78,44.61,6.9772,0.7304,-18.1157,10.9999,9.9998,3.7631
