Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
13-03,AES,11.56,12.57,10.77,7.9906,4.9252,-14.3068,5.0,8.0,9.2038
13-03,CMI,114.96,115.81,105.15,0.0612,0.1916,-3.8981,8.0002,3.0002,17.1831
13-03,COP,57.93,60.1,57.79,3.6996,1.0577,-0.6946,1.0,8.0001,2.1946
13-03,LDOS,29.14,33.46,28.46,13.8345,1.8723,-3.2733,2.0,10.0001,2.9519
13-03,NKE,27.21,29.5,25.23,8.7262,1.4809,0.9266,4.0001,1.0,11.5566
13-03,SPGI,46.53,52.08,52.72,11.4464,2.963,0.0215,9.9999,18.0001,-11.0072
13-03,TAP,44.09,48.93,43.3,10.3776,1.435,0.6145,1.0,16.0002,6.8685
13-03,TPR,48.02,49.99,54.87,3.5689,0.187,-35.4222,0.9999,1.9997,-15.7729
13-03,WU,13.96,15.04,14.27,7.0266,1.8571,-19.6909,3.9998,8.9999,11.3333
13-03,YUM,46.65,51.72,48.74,9.4765,1.0068,-1.1473,14.0,9.0,-1.776
