Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
13-06,DE,87.51,81.25,89.02,-6.8072,1.7505,17.9234,26.0,37.0002,-0.2463
13-06,ESRX,62.18,61.74,57.64,-0.5171,0.6081,19.0266,8.0002,9.0,9.1375
13-06,FAST,26.23,22.9,25.0,-12.6595,1.7221,17.9742,14.0002,9.0002,1.7474
13-06,HBAN,7.75,7.87,7.22,1.7353,2.1164,18.5015,15.0002,12.0002,10.2314
13-06,HUM,81.17,84.38,74.25,4.4492,1.8441,5.7468,3.0002,3.0002,18.014
13-06,INTC,24.88,24.23,22.12,0.0865,4.8608,-6.0371,18.0002,9.0,15.5162
13-06,ROP,124.38,124.22,121.71,0.2026,1.8424,22.7228,18.0001,15.0002,0.0647
13-06,TJX,25.27,25.03,23.39,-0.9659,0.2389,19.1945,14.0001,5.0001,12.1139
13-06,XRAY,41.88,40.96,41.87,-1.8263,1.8326,12.8649,6.0001,7.0002,1.2993
13-06,XRX,23.19,23.9,22.1,3.5586,1.0216,21.7451,14.0003,12.0002,8.8668
