Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
16-08,APH,14.87,15.58,13.8,4.6391,0.3376,5.5319,26.0002,19.0001,6.7372
16-08,BBY,33.41,38.48,31.0,15.4629,3.6865,4.057,22.0002,17.0,5.8651
16-08,CMCSA,33.7,32.63,30.33,-2.9496,0.7759,7.7564,20.0002,16.0001,10.3739
16-08,EMR,55.63,52.68,51.2,-5.6757,0.5226,8.0193,20.0002,20.0002,3.0144
16-08,HAS,81.03,81.74,79.64,0.6941,0.0988,3.1623,16.0001,18.0001,-3.5046
16-08,IPG,23.11,23.14,22.73,0.436,1.1837,8.2629,17.0,15.0,1.2106
16-08,LKQ,34.4,36.09,30.6,4.8884,4.5482,9.3134,16.0002,24.0002,8.0184
16-08,MCO,106.14,108.69,94.65,2.558,0.9203,-4.0025,19.0002,22.0001,11.2767
16-08,VRSK,85.15,83.05,76.99,-2.4601,0.0708,9.1794,12.0002,12.0002,9.7955
16-08,XRAY,64.0,61.46,60.66,-3.9825,2.8174,12.5286,14.0001,11.0001,7.6951
