Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
19-05,AJG,83.47,84.2,76.41,0.7778,2.669,19.4742,12.0001,17.0002,11.5033
19-05,ALK,62.0,58.2,62.61,-5.9786,2.9353,-4.6666,10.0,19.0,-2.6175
19-05,AMP,146.89,138.23,127.92,-5.7161,2.4387,4.6787,19.0002,18.0,15.3809
19-05,CMS,55.36,56.11,51.91,1.1121,2.6512,17.7156,24.0001,23.0001,6.4955
19-05,DTE,106.62,106.78,99.87,-0.0939,1.0532,19.2754,27.0001,30.0002,6.6641
19-05,ED,85.78,86.3,79.67,0.262,1.6337,7.5253,30.0001,29.0001,10.5712
19-05,EXR,103.5,107.16,94.33,3.4088,6.8017,15.7384,22.0002,19.0001,5.4164
19-05,ICE,81.24,82.21,76.22,1.118,0.2112,12.2688,12.0001,18.0001,6.0353
19-05,LNT,46.99,47.46,44.59,0.6028,1.8285,9.9651,22.0001,24.0001,6.1746
19-05,PPL,31.06,29.76,30.76,-4.5702,0.8106,7.2509,13.0,21.0001,-0.1702
