Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
18-08,A,65.84,67.54,67.06,2.3802,1.9774,10.4533,2.9999,13.0,1.413
18-08,AFL,46.64,46.24,44.43,-0.6181,7.4747,16.7001,-0.9999,15.0001,2.3577
18-08,CB,139.67,135.24,138.15,-3.1899,3.3672,-4.6019,10.9999,16.9999,3.2788
18-08,EXC,30.09,31.18,28.16,2.8825,0.9434,10.8227,18.0001,22.0001,7.1162
18-08,FLS,43.61,52.12,43.28,16.5774,4.5891,7.7802,10.0,16.0,0.9564
18-08,HBAN,15.55,16.21,15.31,4.9157,0.7807,16.5283,8.0,19.0001,3.9363
18-08,KEY,21.02,21.07,20.43,1.0389,1.1996,15.6874,11.0,16.0002,5.1866
18-08,NFX,28.58,27.28,28.41,-4.8108,1.7382,-0.0348,10.0,16.0,-1.7957
18-08,SEE,44.0,40.11,44.42,-9.0859,3.4385,1.2871,10.9999,17.0,0.8318
18-08,WBA,67.61,68.56,67.57,1.4949,1.6835,-16.177,5.9999,18.0,2.9242
