Month,Ticker,Open,Close,Profit,qty,Gewinn
17-11,AMP,136.39458063908558,141.89308166503906,4.031319279834952,126.0,692.8111292701394
17-11,MAR,113.81082763527634,120.25526428222656,5.662410845128352,151.0,973.1099336894837
17-11,CI,185.69990593041808,198.37657165527344,6.826425496201012,92.0,1166.2532466866926
17-11,AET,169.0882578686403,178.24900817871094,5.41773297894366,101.0,925.2357813171332
17-11,WYNN,140.76424452072595,146.50665283203125,4.079450950670781,122.0,700.5738139792463
17-11,AVGO,21.01784849919777,22.10755729675293,5.184682902233092,819.0,892.4715051976772
17-11,A,64.72625961880046,65.71327209472656,1.5249026928777123,265.0,261.5583061204185
17-11,NFLX,197.24000549316406,187.5800018310547,-4.897588416688708,87.0,-840.4203186035156
17-11,AVY,94.61973685835048,101.19017791748047,6.944049177568738,181.0,1189.2498317025284
17-11,APTV,82.50959261765303,86.19010162353516,4.460704372808501,208.0,765.5458732234829
