Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
17-06,AKAM,47.23,49.81,61.06,5.6879,1.1518,-13.613,16.9997,25.9999,-26.3612
17-06,BMY,54.0,55.72,54.44,3.4693,0.7948,-24.7559,13.0,14.0,-4.705
17-06,CAH,74.22,77.92,77.27,4.8745,2.6816,-5.9025,2.0001,3.0,-8.1804
17-06,CPB,57.75,52.15,59.16,-9.9157,0.8175,-4.8209,19.0,14.0,-2.6525
17-06,HBI,20.8,23.16,21.17,11.673,1.6386,-23.7163,16.9999,5.9998,3.9587
17-06,IRM,34.99,34.36,35.42,-1.394,0.5171,-4.9537,8.0001,14.9999,-3.684
17-06,LKQ,31.58,32.95,30.71,4.6534,2.8299,-4.7777,6.0,8.9999,0.0417
17-06,PDCO,45.0,46.95,43.68,6.3765,8.3697,-9.5267,23.0001,27.0,-2.5347
17-06,PRGO,72.33,75.52,73.59,3.7882,4.7225,-23.9879,1.9999,6.9998,-1.2783
17-06,VFC,50.81,54.24,50.06,6.9964,1.5137,-13.6714,17.0,6.9999,3.0951
