Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
15-03,ADM,47.88,47.4,49.37,-0.8459,0.1465,17.931,12.0,21.0001,-8.6764
15-03,GIS,53.61,56.6,52.3,5.2445,0.0935,7.5155,7.0,15.0,2.2216
15-03,JNPR,23.91,22.58,22.29,-5.5219,0.0417,-10.5834,12.0001,26.0,8.2939
15-03,KO,43.3,40.55,42.11,-6.4485,2.5885,13.3508,3.0,12.0001,-3.1244
15-03,MMC,56.89,56.09,54.38,-1.2989,0.2627,18.1271,8.0001,16.0001,0.7867
15-03,STX,61.21,52.03,61.05,-15.6421,0.1627,17.1106,4.0,14.0002,-6.8331
15-03,T,26.1,24.66,26.01,-5.5653,1.5922,8.209,11.0,14.0,-2.037
15-03,USB,44.61,43.67,42.84,-2.0011,1.2635,8.4346,5.0001,13.0001,1.3791
15-03,WMT,27.98,27.42,26.92,-1.885,0.5388,12.3695,23.0001,17.0001,-3.7775
15-03,WU,19.51,20.81,17.46,6.6367,3.9958,16.6766,6.0001,15.0002,5.6375
