Month,Ticker,Open,Close,Profit,qty,Gewinn
09-06,ORLY,36.52000045776367,38.08000183105469,4.271635689312758,34.0,53.04004669189453
09-06,FHN,8.449109659706597,8.269927024841309,-2.1207280066419516,150.0,-26.877395229793244
09-06,DRI,20.100608800122238,18.02876853942871,-10.307350793678088,63.0,-130.5259364236922
09-06,DGX,40.11413794041969,42.839515686035156,6.794057869730091,31.0,84.4867101140795
09-06,TLAB,5.599999904632568,5.730000019073486,2.3214306545501207,227.0,29.51002597808838
09-06,AN,16.100000381469727,17.350000381469727,7.763974971321652,78.0,97.5
09-06,GPS,11.373252606204142,10.402753829956055,-8.533168213626745,111.0,-107.72536416353768
09-06,SWN,44.599998474121094,38.849998474121094,-12.892377122695208,28.0,-161.0
09-06,PCG,26.60709754858297,27.933359146118164,4.984615834603978,47.0,62.33429508415409
09-06,AMZN,3.9105000495910645,4.183000087738037,6.968419247954466,325.0,88.56251239776611
