Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
22-05,CHRW,105.38,108.51,102.16,2.6708,4.9012,9.3428,13.0001,29.0002,3.5696
22-05,EXPD,99.04,108.84,111.76,10.3791,0.4823,-9.8216,-3.0002,4.9998,-13.6317
22-05,GLW,35.19,35.82,37.84,2.3899,3.8106,-20.4026,-5.0,-3.0001,-16.8786
22-05,HAS,87.88,89.75,93.32,2.5124,1.3793,-11.453,-5.0001,-3.0001,-3.661
22-05,LKQ,49.71,51.39,51.6,4.0363,0.6203,6.2513,10.9999,17.0,-7.2607
22-05,LRCX,46.73,52.0,58.29,12.609,2.0894,-24.9319,-1.0001,-3.0002,-20.4808
22-05,MCHP,65.64,72.65,75.8,11.8968,0.3549,-13.2344,-5.0001,5.0,-14.4524
22-05,MRK,88.72,92.03,79.57,3.8274,1.6468,24.7612,13.0,10.0002,8.996
22-05,PSX,86.68,100.81,82.06,15.7982,3.758,7.2303,7.0002,7.0002,3.8982
22-05,SHW,273.8,268.04,285.13,-2.0162,6.8241,0.398,0.9999,11.0,-2.5857
