Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
17-04,AFL,36.38,37.44,35.5,3.37,0.9167,14.6975,17.0,18.0,4.167
17-04,ALL,81.54,81.29,73.53,-0.2013,0.0738,20.9589,31.0002,33.0002,9.6134
17-04,DAL,45.96,45.44,45.63,-0.9794,0.8711,-5.5875,21.0002,32.0003,-6.0898
17-04,DTE,86.77,89.01,82.07,2.4219,0.0578,12.6231,10.0001,14.0,3.7595
17-04,DVA,68.06,69.01,64.33,1.5707,2.2989,-7.3726,19.0,14.9999,6.0957
17-04,GPS,24.04,26.2,24.59,7.9465,1.7597,-17.381,13.0001,17.0002,9.1905
17-04,HOLX,42.4,45.15,39.43,6.0085,1.8944,23.3333,17.0001,29.0002,6.1671
17-04,IPG,24.56,23.57,23.39,-4.0194,0.4944,7.0588,18.0001,22.0001,5.2293
17-04,LEG,50.5,52.54,48.46,4.3962,0.4567,3.9669,12.0001,16.0,3.1368
17-04,PPG,105.5,109.84,99.21,4.5206,0.4397,-5.7494,17.0,25.0,10.7844
