Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
17-02,ALLE,65.94,72.59,67.99,10.2869,1.337,8.4379,2.9999,12.0,3.2002
17-02,AMGN,158.59,176.53,159.02,12.1083,4.5508,2.5863,2.9999,12.0,11.1372
17-02,CCL,55.27,55.95,48.87,1.0542,3.1616,15.0634,14.0002,23.0001,12.5786
17-02,HOLX,40.67,40.58,38.33,0.2724,4.0499,19.4166,9.0001,28.0002,12.4163
17-02,IPG,23.52,24.1,23.11,2.5979,0.8658,4.8574,9.0,20.0,5.4971
17-02,LEG,49.4,49.18,49.3,3.0727,2.3609,14.9603,5.9999,23.0,4.2511
17-02,LKQ,31.91,31.58,33.32,-0.8228,0.1263,16.4599,11.9999,21.0,-0.7015
17-02,MCO,103.96,111.37,102.36,7.2335,1.749,16.3002,5.0,15.0001,3.4434
17-02,PPG,99.65,102.43,100.0,2.4126,0.3192,5.1409,19.0,17.9999,7.4252
17-02,VRSK,82.63,82.92,82.25,0.4631,0.7145,13.2055,11.0,16.0001,1.4543
