Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
11-03,CAG,18.09,18.48,17.46,2.6137,0.4825,-5.3148,11.0001,10.0,7.7244
11-03,CME,62.29,60.31,60.19,-2.9792,1.2888,3.1788,12.0002,1.0,8.5287
11-03,CNX,42.4,44.69,37.43,6.3781,5.8132,0.695,19.0005,12.0004,20.5731
11-03,CVS,33.21,34.32,32.83,3.8935,1.0379,-2.0444,28.0002,18.0,6.9045
11-03,GIS,37.27,36.55,36.12,-1.5147,1.8831,3.1523,0.0,5.0001,5.3275
11-03,HRB,15.15,16.74,12.75,9.9767,3.5162,-12.0949,12.0002,1.0,20.5488
11-03,KMB,62.91,62.58,61.11,-0.8991,0.153,8.4952,7.0,8.0001,6.4131
11-03,PCG,46.26,44.18,47.11,-3.9861,1.8876,9.876,10.0,21.0001,-1.7187
11-03,SRE,26.67,26.75,26.16,0.6333,0.2265,8.2571,7.0,24.0002,6.1842
11-03,SWN,39.0,42.97,36.82,8.8751,4.7251,-7.215,17.0002,2.0001,9.3892
