Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
19-08,AMGN,186.4,208.62,180.58,11.7039,5.6758,-5.0725,5.0,6.0,4.4898
19-08,APTV,88.55,83.17,79.6,-4.6433,1.7397,-10.6251,6.0001,8.0002,3.9349
19-08,CTSH,66.96,61.39,66.43,-5.6075,0.8198,-20.0736,12.0,9.0,-9.9445
19-08,DVA,59.85,56.37,53.27,-5.7686,0.0675,-14.8406,13.0001,9.9999,9.6877
19-08,GOOGL,60.88,59.53,58.12,-1.9978,5.5512,-0.735,13.0001,10.0001,2.6626
19-08,K,57.21,58.97,52.89,8.1844,9.3111,-18.0346,16.0,16.9999,-2.7743
19-08,LKQ,26.93,26.27,27.68,-2.0955,1.1605,-19.6599,4.0,5.0,-10.42
19-08,OKE,69.93,71.28,67.99,2.1165,3.6199,-0.5111,13.0001,14.0001,3.6014
19-08,VRTX,173.42,180.02,176.28,8.2852,2.3111,-4.8158,2.9999,8.0,-0.5455
19-08,WAB,77.77,69.21,71.39,-10.6714,5.5293,-29.5867,27.0001,22.0,6.3688
