Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
11-07,CLX,67.17,71.59,66.76,6.5179,1.2457,8.4942,13.0001,21.0,-3.5654
11-07,DTE,42.66,42.42,40.94,-0.2567,3.1989,9.66,18.0001,20.0001,2.3225
11-07,GILD,20.72,21.18,19.75,2.4885,4.7952,20.7701,14.0001,13.0002,-2.0339
11-07,GPS,18.06,19.29,21.04,6.6843,3.044,-6.9887,9.9998,15.0,-20.1451
11-07,LEG,24.45,21.7,23.53,-11.4223,7.0047,21.5354,3.0001,21.0001,0.2259
11-07,PBI,22.99,21.55,24.27,-6.3558,3.0878,4.6903,1.0,21.0001,-10.6522
11-07,PRU,63.45,58.68,61.17,-7.8146,7.3062,18.5054,24.0001,28.0002,3.9424
11-07,WEC,31.44,30.65,30.18,-2.1905,2.6443,23.5711,10.0001,17.0001,2.8907
11-07,WMT,17.73,17.57,18.0,-0.7451,0.9621,10.5493,17.0,18.0,2.2013
11-07,XRAY,38.19,37.89,36.27,-0.3495,0.5219,27.3153,16.0001,25.0002,3.395
