Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
18-06,EQIX,397.19,429.89,411.66,8.1617,4.1807,-10.0134,11.9999,6.9999,1.9609
18-06,EVHC,43.06,44.01,38.4,2.7654,2.4231,-21.4796,19.0003,5.9999,12.4572
18-06,IRM,33.35,35.01,33.46,5.1751,4.3973,-4.6678,1.9998,10.9998,6.1255
18-06,KO,43.1,43.86,44.06,2.047,2.0592,-5.4322,0.9999,11.9999,-0.2654
18-06,MDLZ,39.38,41.0,42.03,4.3834,0.3297,-15.7115,3.9999,4.0,-10.5771
18-06,REG,58.19,62.08,59.02,6.7824,0.979,-4.5679,5.9999,10.9999,0.3514
18-06,T,24.53,24.25,26.72,-0.3109,0.1233,-16.1173,1.9999,4.9999,-11.1397
18-06,TPR,44.07,46.71,49.38,6.7715,1.2975,-5.3884,13.0001,18.0001,-13.9925
18-06,UDR,36.72,37.54,35.33,2.9612,4.6088,-5.5426,8.9999,9.9999,8.4421
18-06,VNO,69.73,73.92,68.32,5.9336,4.977,-6.4737,0.9999,11.9999,5.1806
