Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
21-06,APH,33.9,34.21,32.49,1.7735,1.502,39.3123,0.0,17.0002,7.5577
21-06,FAST,53.34,52.0,48.93,-1.907,0.3821,28.5507,16.0001,20.0001,14.2125
21-06,GD,191.25,188.26,165.05,-0.7442,0.2539,29.3401,24.0002,23.0003,15.427
21-06,HAS,96.5,94.52,93.86,-1.4101,1.5717,30.5537,9.0,26.0002,2.9127
21-06,IEX,224.99,220.05,202.28,-1.0801,1.7452,39.7126,8.0002,21.0002,13.5807
21-06,KO,55.34,54.11,51.98,-2.0878,1.1528,18.4447,14.0001,17.0001,12.318
21-06,MMC,139.0,140.68,119.11,1.7605,2.2843,30.6174,19.0002,21.0002,18.6584
21-06,SWKS,171.02,191.75,166.0,12.3443,1.0437,43.4115,10.0002,15.0002,-1.9565
21-06,TMUS,141.66,144.83,128.33,2.4224,4.0687,41.3934,6.0001,17.0002,17.3442
21-06,WMB,26.72,26.55,22.58,1.0122,2.0881,28.928,20.0002,31.0003,14.8767
