Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
15-12,ADM,36.8,36.68,46.43,0.7819,0.7411,-30.7327,0.9996,7.9997,-19.8459
15-12,AFL,32.74,29.95,30.93,-8.2502,0.9177,9.2431,16.0001,24.0001,11.1066
15-12,AIV,5.1,5.34,5.07,5.1872,4.8682,2.2133,12.0,17.0,6.1716
15-12,AMGN,162.71,162.33,157.39,1.1419,1.5612,-2.5467,2.0001,9.0001,7.2268
15-12,GD,147.23,137.36,143.48,-6.2849,1.6529,0.7567,10.0001,3.0001,3.5362
15-12,MCO,103.49,100.34,105.27,-2.4898,0.0097,2.0889,14.0,17.0001,1.5661
15-12,PNR,38.25,33.26,39.68,-13.0895,0.5245,-12.3792,-0.0001,3.9999,3.7019
15-12,PPL,34.2,34.13,31.93,0.4204,0.2639,2.871,17.0001,19.0001,9.9294
15-12,PWR,22.13,20.25,25.61,-7.9231,4.6868,-27.7049,7.9998,11.9998,-3.4515
15-12,RF,10.21,9.6,9.9,-4.9802,1.0848,0.6951,3.0,3.0001,6.623
