Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
16-03,ADM,35.13,36.31,39.92,4.068,8.6677,-26.9841,5.9998,2.9996,-2.491
16-03,BA,119.01,126.94,136.07,7.3196,4.1681,-21.6573,10.9999,5.9999,-19.0329
16-03,DGX,67.8,71.45,67.34,7.368,3.2725,-5.1468,14.0,2.9999,-2.025
16-03,GILD,87.9,91.86,102.08,5.4185,2.5732,-15.7249,7.9998,6.9998,-18.3009
16-03,HBAN,8.85,9.54,10.58,8.9676,5.8824,-20.0183,5.9998,13.9998,-27.1465
16-03,LRCX,7.35,8.26,7.26,12.1671,8.3095,-11.1515,13.0,2.9999,-4.8762
16-03,MAC,79.78,79.24,78.7,0.2648,4.4332,-5.4632,8.0001,11.0,1.9731
16-03,MCO,89.57,96.56,98.27,8.6249,6.8643,-8.3969,9.9999,12.9998,-13.7041
16-03,PWR,20.33,22.56,21.66,10.7819,11.8308,-29.4997,18.9999,13.9997,-6.7433
16-03,SWKS,67.62,77.9,78.48,16.4633,11.6928,-24.2735,-0.0002,2.9996,-19.2037
