Month,Ticker,Open,Close,Profit,qty,Gewinn
21-12,AMAT,147.6801856568186,153.64598083496094,4.039672046462446,466.0,2780.060553014332
21-12,NTAP,83.0213659294229,85.33110046386719,2.782096522487731,830.0,1917.0796635887596
21-12,MAA,188.18214208135163,208.26025390625,10.669509658476812,366.0,7348.588927912804
21-12,MPC,58.730652943037946,60.063514709472656,2.269448234684935,1173.0,1563.4468520279156
21-12,PLD,140.45368588860825,155.96377563476562,11.04284992453541,490.0,7599.943975617114
21-12,ORLY,642.4099731445312,706.22998046875,9.934467083664087,107.0,6828.740783691406
21-12,DHR,280.54167300662334,288.3577575683594,2.7860689921641346,245.0,1914.9407176253283
21-12,LH,237.56568269396348,261.5102844238281,10.079150093707147,290.0,6943.934501660747
21-12,NXPI,215.0236506577218,215.9880828857422,0.4485237903227672,320.0,308.6183129665278
21-12,AAPL,164.96206501575762,174.90037536621094,6.024603504753646,417.0,4144.275416139035
