Month,Ticker,Open,Close,Profit,qty,Gewinn
20-04,LDOS,82.72087325568748,92.77696990966797,12.156661623841213,443.0,4454.850817713357
20-04,MKTX,308.02281102906665,437.4190368652344,42.008650399582656,119.0,15398.15087450396
20-04,AAPL,59.9520442001338,71.45602416992188,19.188636723353632,612.0,7040.435741510303
20-04,ANSS,223.13999938964844,261.8299865722656,17.33888468604703,164.0,6345.157897949219
20-04,CHTR,418.29998779296875,495.2300109863281,18.39111294247389,87.0,6692.912017822266
20-04,CPB,38.856267273630934,43.37592697143555,11.631739266092072,945.0,4271.078414425359
20-04,KLAC,131.2004991367994,155.21766662597656,18.305698261204835,279.0,6700.789729480426
20-04,BMY,45.26177698808409,51.755859375,14.347829049278351,811.0,5266.700815788806
20-04,HUM,290.1987549849634,369.3457336425781,27.27336947455744,126.0,9972.519310859458
20-04,COST,260.39005597899944,280.06243896484375,7.554967071181433,141.0,2773.8060010040476
