Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
23-09,AMCR,9.78,9.16,10.12,-5.8688,4.3757,-18.9009,13.9999,16.9998,1.4635
23-09,D,48.81,44.67,52.72,-8.0534,0.1674,-40.6601,3.9999,-1.0002,-2.9634
23-09,DVN,51.92,47.7,50.26,-6.4519,7.2558,-27.6551,6.0,2.9998,11.3761
23-09,DXC,20.94,20.83,24.54,0.643,1.0048,-16.3035,12.9998,10.9997,-12.5697
23-09,EPAM,260.66,255.69,244.93,-1.055,3.9063,-39.2755,9.9999,9.9997,4.8192
23-09,F,12.16,12.42,12.92,2.5471,1.505,-20.4068,9.0,10.9999,2.0447
23-09,HBAN,11.2,10.4,11.01,-6.2047,3.0303,-17.2388,0.9997,-2.0003,8.3081
23-09,MOS,39.32,35.6,38.39,-8.0711,4.2921,-27.8819,1.9997,-0.0002,20.8612
23-09,PYPL,63.13,58.46,67.32,-6.4046,2.9307,-33.1015,9.9999,7.9998,2.776
23-09,VZ,34.99,32.41,35.55,-7.5586,5.0316,-16.3358,8.9999,12.9999,-0.9661
