Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
17-05,AFL,37.53,37.69,35.55,0.6926,0.3776,8.5532,19.0001,18.0,6.9552
17-05,CMS,45.74,47.41,42.53,4.3758,0.7363,11.6028,16.0001,19.0,6.5316
17-05,DVA,69.02,66.26,64.79,-3.5831,0.9499,-6.6171,25.0002,13.9999,8.2045
17-05,ED,79.3,82.79,74.48,4.3673,0.7282,6.2735,10.0001,10.0,6.6103
17-05,EQR,64.77,65.09,62.31,0.8379,0.6677,-5.1271,9.0,10.0,6.2335
17-05,LEG,52.76,52.02,48.6,-0.8979,0.9383,6.5936,18.0001,15.0,9.8271
17-05,LKQ,31.54,31.49,31.63,0.845,8.4886,-2.5273,11.0,13.9999,-1.6261
17-05,PPG,109.67,106.36,99.55,-3.1603,2.905,-0.4982,16.0002,25.0001,9.8054
17-05,VRSK,83.0,80.89,81.85,-2.0383,1.7205,6.7414,15.0,18.0,0.4486
17-05,WEC,60.55,62.76,58.6,3.6661,0.9537,3.9684,18.0,18.9999,2.6775
