Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
12-05,ADM,31.34,31.88,30.31,3.7212,7.522,-16.7207,10.0001,17.0001,7.7905
12-05,AMAT,12.01,10.33,11.96,-14.6418,0.7646,-23.5819,12.0,9.0,-1.8742
12-05,BBY,22.06,18.72,24.41,-16.0709,4.5645,-29.3081,2.9999,3.9998,-6.8004
12-05,BSX,6.25,5.74,5.78,-8.5362,5.3872,-16.4219,0.0001,4.9999,6.0274
12-05,FHN,9.18,8.48,9.2,-7.6687,2.2026,-16.1644,12.0003,6.0001,6.4308
12-05,LNC,24.68,20.67,23.22,-17.5327,5.3254,-20.6852,11.0003,6.0001,15.4592
12-05,MET,31.99,26.03,31.82,-20.5586,3.2037,-22.9964,6.0001,3.0,2.9789
12-05,NTAP,38.79,29.76,39.87,-25.2206,5.0077,-25.4845,1.0,1.9999,3.9682
12-05,SEE,19.15,15.65,19.03,-19.9537,0.8896,-25.5724,7.0001,5.9999,-3.01
12-05,XRX,20.55,19.03,21.37,-7.1311,0.7624,-22.8939,2.0,6.9999,0.8646
