Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
21-07,AKAM,116.82,119.92,106.99,2.8731,0.9484,8.8804,21.0001,27.0001,13.82
21-07,DGX,132.24,141.8,126.31,7.242,2.0808,15.8038,15.0001,26.0002,3.2039
21-07,FAST,52.26,54.77,49.8,5.2934,0.9893,21.3819,20.0001,24.0002,3.7381
21-07,FE,37.23,38.32,33.97,3.1129,0.4267,-4.0485,27.0002,45.0003,7.3142
21-07,MAS,58.99,59.71,58.03,1.4464,0.633,17.3272,12.0001,24.0001,-1.0826
21-07,MMC,141.15,147.22,123.21,4.6484,4.1106,31.0236,25.0002,29.0002,14.7112
21-07,MSFT,269.61,284.91,238.79,5.1289,2.2937,33.1139,6.0002,15.0003,14.3596
21-07,NRG,40.09,41.24,37.29,2.5283,8.5454,23.7715,15.0001,27.0003,7.7069
21-07,ROL,34.34,38.33,35.88,11.5636,1.9741,21.0191,3.9999,17.0,-0.1716
21-07,TRV,150.0,148.92,148.57,-0.3002,2.3803,31.267,16.0001,28.0003,0.0033
