Month,Ticker,Open,Close,SMA,PCT,ROC_7,ROC_12,Changes_6,Changes_9,PCT_3
14-01,AFL,33.31,31.39,31.01,-6.0876,0.4569,25.753,3.0001,13.0003,7.7496
14-01,DE,90.95,85.96,84.08,-5.9799,0.1998,5.6816,12.0001,20.0001,11.7543
14-01,GD,94.85,101.31,85.74,6.0822,1.478,37.9385,24.0002,22.0003,9.0852
14-01,GIS,49.6,48.02,49.75,-3.7516,0.2028,23.4785,13.0,27.0,4.3104
14-01,JBL,17.3,17.97,21.28,3.5874,5.5211,-9.5905,15.9999,22.0,-18.4992
14-01,LEG,30.87,30.02,30.44,-2.8762,0.3601,13.6664,14.0,14.9999,2.9461
14-01,MCHP,22.28,22.43,20.1,0.3685,1.7043,37.3006,19.0002,23.0002,11.199
14-01,NOV,71.6,67.64,68.77,-5.7063,0.8207,16.3557,12.0002,19.0001,2.1923
14-01,T,26.62,25.17,26.35,-5.2865,1.8912,4.3205,8.0,13.0,4.2072
14-01,WU,17.22,15.4,17.59,-11.0758,0.1176,26.745,29.0,34.0002,-6.53
