Month,Ticker,Open,Close,Profit,qty,Gewinn
23-07,GE,86.42893989835383,90.60099029541016,4.827145169156225,1503.0,6270.591746775655
23-07,FICO,805.9000244140625,837.969970703125,3.9793951256397184,161.0,5163.2613525390625
23-07,ON,95.45999908447266,107.75,12.874503491930591,1361.0,16726.691246032715
23-07,WYNN,104.39179157332322,107.48884582519531,2.9667603220477066,1244.0,3852.7354893288857
23-07,URI,437.0179196811473,458.4051513671875,4.893902680614227,297.0,6352.0078107539375
23-07,HCA,297.3802663846831,270.03167724609375,-9.196504351506626,436.0,-11923.984864424967
23-07,GWW,777.9886791000372,730.26611328125,-6.134095148272821,167.0,-7969.6684917374605
23-07,ANET,161.33999633789062,155.08999633789062,-3.8738069554128223,805.0,-5031.25
23-07,LVS,57.17065757732822,58.56100082397461,2.4319175352598137,2272.0,3158.8598563805945
23-07,DXCM,127.2300033569336,124.55999755859375,-2.0985661619841007,1021.0,-2726.0759201049805
